date_level,population,stock number,total portion
20170609_1-999,3,26,0.00
"20170609_1,000-5,000",283,"720,974",7.23
"20170609_5,001-10,000",82,"660,000",6.62
"20170609_10,001-15,000",25,"326,000",3.27
"20170609_15,001-20,000",28,"539,000",5.40
"20170609_20,001-30,000",25,"652,000",6.54
"20170609_30,001-40,000",15,"550,000",5.51
"20170609_40,001-50,000",5,"239,000",2.39
"20170609_50,001-100,000",14,"1,075,000",10.78
"20170609_100,001-200,000",7,"974,000",9.77
"20170609_200,001-400,000",3,"794,000",7.96
"20170609_400,001-600,000",1,"500,000",5.01
"20170609_600,001-800,000",0,0,0.00
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",2,"2,936,000",29.46
20170603_1-999,3,26,0.00
"20170603_1,000-5,000",293,"735,974",7.38
"20170603_5,001-10,000",77,"616,000",6.18
"20170603_10,001-15,000",26,"339,000",3.40
"20170603_15,001-20,000",27,"519,000",5.20
"20170603_20,001-30,000",24,"609,000",6.11
"20170603_30,001-40,000",15,"548,000",5.49
"20170603_40,001-50,000",7,"330,000",3.31
"20170603_50,001-100,000",13,"1,067,000",10.70
"20170603_100,001-200,000",6,"869,000",8.71
"20170603_200,001-400,000",2,"497,000",4.98
"20170603_400,001-600,000",2,"902,000",9.05
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",2,"2,934,000",29.44
20170526_1-999,3,26,0.00
"20170526_1,000-5,000",286,"700,974",7.03
"20170526_5,001-10,000",83,"673,000",6.75
"20170526_10,001-15,000",19,"247,000",2.47
"20170526_15,001-20,000",25,"476,000",4.77
"20170526_20,001-30,000",27,"682,000",6.84
"20170526_30,001-40,000",13,"479,000",4.80
"20170526_40,001-50,000",5,"237,000",2.37
"20170526_50,001-100,000",14,"1,114,000",11.17
"20170526_100,001-200,000",6,"894,000",8.97
"20170526_200,001-400,000",2,"496,000",4.97
"20170526_400,001-600,000",2,"932,000",9.35
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",2,"3,035,000",30.45
20170519_1-999,3,26,0.00
"20170519_1,000-5,000",271,"671,974",6.74
"20170519_5,001-10,000",80,"652,000",6.54
"20170519_10,001-15,000",20,"258,000",2.58
"20170519_15,001-20,000",25,"470,000",4.71
"20170519_20,001-30,000",23,"578,000",5.79
"20170519_30,001-40,000",17,"629,000",6.31
"20170519_40,001-50,000",6,"284,000",2.84
"20170519_50,001-100,000",13,"1,004,000",10.07
"20170519_100,001-200,000",7,"1,004,000",10.07
"20170519_200,001-400,000",2,"497,000",4.98
"20170519_400,001-600,000",2,"1,005,000",10.08
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",2,"2,913,000",29.22
20170512_1-999,3,26,0.00
"20170512_1,000-5,000",275,"677,974",6.80
"20170512_5,001-10,000",80,"657,000",6.59
"20170512_10,001-15,000",19,"256,000",2.56
"20170512_15,001-20,000",26,"486,000",4.87
"20170512_20,001-30,000",20,"517,000",5.18
"20170512_30,001-40,000",14,"509,000",5.10
"20170512_40,001-50,000",5,"232,000",2.32
"20170512_50,001-100,000",14,"1,041,000",10.44
"20170512_100,001-200,000",7,"1,013,000",10.16
"20170512_200,001-400,000",2,"495,000",4.96
"20170512_400,001-600,000",1,"500,000",5.01
"20170512_600,001-800,000",1,"683,000",6.85
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",2,"2,899,000",29.08
