date_level,population,stock number,total portion
20170609_1-999,3,900,0.00
"20170609_1,000-5,000",256,"566,100",1.87
"20170609_5,001-10,000",58,"493,000",1.63
"20170609_10,001-15,000",10,"137,000",0.45
"20170609_15,001-20,000",21,"401,000",1.32
"20170609_20,001-30,000",13,"357,000",1.18
"20170609_30,001-40,000",5,"177,000",0.58
"20170609_40,001-50,000",4,"192,000",0.63
"20170609_50,001-100,000",14,"1,114,000",3.68
"20170609_100,001-200,000",7,"929,000",3.07
"20170609_200,001-400,000",3,"695,000",2.30
"20170609_400,001-600,000",2,"1,052,000",3.48
"20170609_600,001-800,000",1,"672,000",2.22
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",8,"23,417,000",77.53
20170603_1-999,2,105,0.00
"20170603_1,000-5,000",453,"1,086,895",3.59
"20170603_5,001-10,000",127,"1,108,000",3.66
"20170603_10,001-15,000",35,"451,000",1.49
"20170603_15,001-20,000",38,"732,000",2.42
"20170603_20,001-30,000",32,"843,000",2.79
"20170603_30,001-40,000",18,"693,000",2.29
"20170603_40,001-50,000",11,"524,000",1.73
"20170603_50,001-100,000",28,"2,153,000",7.12
"20170603_100,001-200,000",13,"1,809,000",5.98
"20170603_200,001-400,000",7,"1,931,000",6.39
"20170603_400,001-600,000",2,"1,004,000",3.32
"20170603_600,001-800,000",1,"672,000",2.22
"20170603_800,001-1,000,000",3,"2,554,000",8.45
"20170603_1,000,001以上",5,"14,642,000",48.47
20170526_1-999,4,900,0.00
"20170526_1,000-5,000",492,"1,149,100",4.22
"20170526_5,001-10,000",124,"1,045,000",3.84
"20170526_10,001-15,000",33,"430,000",1.58
"20170526_15,001-20,000",36,"668,000",2.45
"20170526_20,001-30,000",19,"500,000",1.83
"20170526_30,001-40,000",12,"448,000",1.64
"20170526_40,001-50,000",7,"343,000",1.26
"20170526_50,001-100,000",25,"1,825,000",6.70
"20170526_100,001-200,000",3,"440,000",1.61
"20170526_200,001-400,000",4,"1,180,000",4.33
"20170526_400,001-600,000",4,"2,088,000",7.67
"20170526_600,001-800,000",1,"672,000",2.47
"20170526_800,001-1,000,000",2,"1,692,000",6.21
"20170526_1,000,001以上",4,"14,722,000",54.11
20170519_1-999,2,900,0.00
"20170519_1,000-5,000",227,"523,100",1.92
"20170519_5,001-10,000",49,"410,000",1.50
"20170519_10,001-15,000",12,"158,000",0.58
"20170519_15,001-20,000",15,"290,000",1.06
"20170519_20,001-30,000",10,"278,000",1.02
"20170519_30,001-40,000",5,"186,000",0.68
"20170519_40,001-50,000",4,"180,000",0.66
"20170519_50,001-100,000",4,"376,000",1.38
"20170519_100,001-200,000",3,"455,000",1.67
"20170519_200,001-400,000",2,"630,000",2.31
"20170519_400,001-600,000",1,"440,000",1.61
"20170519_600,001-800,000",3,"1,993,000",7.32
"20170519_800,001-1,000,000",1,"871,000",3.20
"20170519_1,000,001以上",7,"20,412,000",75.03
20170512_1-999,2,"1,000",0.00
"20170512_1,000-5,000",176,"401,000",1.47
"20170512_5,001-10,000",37,"313,000",1.15
"20170512_10,001-15,000",11,"150,000",0.55
"20170512_15,001-20,000",13,"248,000",0.91
"20170512_20,001-30,000",6,"156,000",0.57
"20170512_30,001-40,000",4,"148,000",0.54
"20170512_40,001-50,000",2,"93,000",0.34
"20170512_50,001-100,000",3,"236,000",0.86
"20170512_100,001-200,000",2,"285,000",1.04
"20170512_200,001-400,000",2,"500,000",1.83
"20170512_400,001-600,000",2,"981,000",3.60
"20170512_600,001-800,000",1,"615,000",2.26
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",9,"23,114,000",84.96
20170512_差異數調整（說明4）, ,"-38,000",-0.13
20170505_1-999,2,"1,000",0.00
"20170505_1,000-5,000",205,"493,000",1.77
"20170505_5,001-10,000",46,"398,000",1.43
"20170505_10,001-15,000",8,"109,000",0.39
"20170505_15,001-20,000",11,"212,000",0.76
"20170505_20,001-30,000",8,"217,000",0.78
"20170505_30,001-40,000",3,"97,000",0.35
"20170505_40,001-50,000",4,"197,000",0.71
"20170505_50,001-100,000",2,"136,000",0.49
"20170505_100,001-200,000",5,"606,000",2.18
"20170505_200,001-400,000",3,"978,000",3.53
"20170505_400,001-600,000",0,0,0.00
"20170505_600,001-800,000",1,"615,000",2.21
"20170505_800,001-1,000,000",1,"990,000",3.57
"20170505_1,000,001以上",8,"22,654,000",81.77
20170428_1-999,2,"1,000",0.00
"20170428_1,000-5,000",266,"601,000",2.09
