date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",47,"104,000",1.37
"20170609_5,001-10,000",6,"50,000",0.65
"20170609_10,001-15,000",3,"38,000",0.50
"20170609_15,001-20,000",3,"56,000",0.73
"20170609_20,001-30,000",0,0,0.00
"20170609_30,001-40,000",0,0,0.00
"20170609_40,001-50,000",1,"50,000",0.65
"20170609_50,001-100,000",3,"213,000",2.81
"20170609_100,001-200,000",0,0,0.00
"20170609_200,001-400,000",0,0,0.00
"20170609_400,001-600,000",2,"1,053,000",13.89
"20170609_600,001-800,000",1,"740,000",9.76
"20170609_800,001-1,000,000",1,"829,000",10.94
"20170609_1,000,001以上",2,"4,443,000",58.64
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",54,"118,000",1.55
"20170603_5,001-10,000",8,"72,000",0.95
"20170603_10,001-15,000",1,"11,000",0.14
"20170603_15,001-20,000",3,"57,000",0.75
"20170603_20,001-30,000",1,"25,000",0.32
"20170603_30,001-40,000",1,"38,000",0.50
"20170603_40,001-50,000",2,"99,000",1.30
"20170603_50,001-100,000",2,"145,000",1.91
"20170603_100,001-200,000",0,0,0.00
"20170603_200,001-400,000",0,0,0.00
"20170603_400,001-600,000",2,"1,001,000",13.21
"20170603_600,001-800,000",1,"740,000",9.76
"20170603_800,001-1,000,000",1,"835,000",11.02
"20170603_1,000,001以上",2,"4,435,000",58.54
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",57,"125,000",1.54
"20170526_5,001-10,000",8,"69,000",0.85
"20170526_10,001-15,000",3,"37,000",0.45
"20170526_15,001-20,000",4,"75,000",0.92
"20170526_20,001-30,000",1,"25,000",0.30
"20170526_30,001-40,000",0,0,0.00
"20170526_40,001-50,000",2,"94,000",1.16
"20170526_50,001-100,000",3,"215,000",2.66
"20170526_100,001-200,000",1,"113,000",1.39
"20170526_200,001-400,000",0,0,0.00
"20170526_400,001-600,000",2,"1,001,000",12.39
"20170526_600,001-800,000",2,"1,387,000",17.17
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",2,"4,935,000",61.10
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",62,"143,000",1.66
"20170519_5,001-10,000",11,"82,000",0.95
"20170519_10,001-15,000",4,"56,000",0.65
"20170519_15,001-20,000",2,"37,000",0.43
"20170519_20,001-30,000",2,"52,000",0.60
"20170519_30,001-40,000",0,0,0.00
"20170519_40,001-50,000",2,"94,000",1.09
"20170519_50,001-100,000",4,"281,000",3.27
"20170519_100,001-200,000",1,"121,000",1.41
"20170519_200,001-400,000",1,"260,000",3.03
"20170519_400,001-600,000",1,"501,000",5.84
"20170519_600,001-800,000",2,"1,541,000",17.96
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",2,"5,408,000",63.05
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",58,"139,000",1.53
"20170512_5,001-10,000",6,"51,000",0.56
"20170512_10,001-15,000",5,"67,000",0.73
"20170512_15,001-20,000",2,"38,000",0.41
"20170512_20,001-30,000",1,"25,000",0.27
"20170512_30,001-40,000",0,0,0.00
"20170512_40,001-50,000",3,"136,000",1.49
"20170512_50,001-100,000",4,"316,000",3.48
"20170512_100,001-200,000",1,"186,000",2.04
"20170512_200,001-400,000",0,0,0.00
"20170512_400,001-600,000",1,"501,000",5.52
"20170512_600,001-800,000",1,"752,000",8.28
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",3,"6,865,000",75.63
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",61,"154,000",1.60
"20170505_5,001-10,000",6,"51,000",0.53
"20170505_10,001-15,000",4,"56,000",0.58
"20170505_15,001-20,000",2,"36,000",0.37
"20170505_20,001-30,000",1,"25,000",0.26
"20170505_30,001-40,000",1,"38,000",0.39
"20170505_40,001-50,000",2,"93,000",0.97
"20170505_50,001-100,000",4,"304,000",3.17
"20170505_100,001-200,000",1,"186,000",1.94
"20170505_200,001-400,000",0,0,0.00
"20170505_400,001-600,000",1,"501,000",5.23
"20170505_600,001-800,000",1,"745,000",7.77
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",3,"7,387,000",77.14
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",61,"148,000",1.46
"20170428_5,001-10,000",6,"48,000",0.47
"20170428_10,001-15,000",4,"56,000",0.55
"20170428_15,001-20,000",2,"36,000",0.35
"20170428_20,001-30,000",2,"50,000",0.49
"20170428_30,001-40,000",0,0,0.00
"20170428_40,001-50,000",3,"134,000",1.32
"20170428_50,001-100,000",4,"310,000",3.07
"20170428_100,001-200,000",2,"364,000",3.61
"20170428_200,001-400,000",0,0,0.00
"20170428_400,001-600,000",1,"500,000",4.96
"20170428_600,001-800,000",1,"736,000",7.30
"20170428_800,001-1,000,000",0,0,0.00
"20170428_1,000,001以上",3,"7,694,000",76.35
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",61,"150,000",1.41
"20170421_5,001-10,000",5,"42,000",0.39
"20170421_10,001-15,000",6,"82,000",0.77
"20170421_15,001-20,000",1,"20,000",0.18
"20170421_20,001-30,000",3,"73,000",0.69
"20170421_30,001-40,000",1,"32,000",0.30
"20170421_40,001-50,000",1,"50,000",0.47
"20170421_50,001-100,000",3,"235,000",2.22
"20170421_100,001-200,000",1,"184,000",1.73
"20170421_200,001-400,000",0,0,0.00
"20170421_400,001-600,000",2,"1,007,000",9.52
"20170421_600,001-800,000",2,"1,500,000",14.18
"20170421_800,001-1,000,000",0,0,0.00
"20170421_1,000,001以上",3,"7,201,000",68.08
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",76,"182,000",1.72
"20170414_5,001-10,000",12,"95,000",0.89
"20170414_10,001-15,000",3,"41,000",0.38
"20170414_15,001-20,000",1,"20,000",0.18
"20170414_20,001-30,000",5,"127,000",1.20
"20170414_30,001-40,000",1,"35,000",0.33
"20170414_40,001-50,000",1,"50,000",0.47
"20170414_50,001-100,000",2,"160,000",1.51
"20170414_100,001-200,000",1,"181,000",1.71
"20170414_200,001-400,000",0,0,0.00
"20170414_400,001-600,000",2,"913,000",8.63
"20170414_600,001-800,000",1,"750,000",7.09
"20170414_800,001-1,000,000",1,"856,000",8.09
"20170414_1,000,001以上",3,"7,166,000",67.75
20170407_1-999,0,0,0.00
"20170407_1,000-5,000",90,"216,000",1.78
"20170407_5,001-10,000",16,"126,000",1.04
"20170407_10,001-15,000",3,"41,000",0.33
"20170407_15,001-20,000",0,0,0.00
"20170407_20,001-30,000",4,"105,000",0.86
"20170407_30,001-40,000",1,"35,000",0.28
"20170407_40,001-50,000",0,0,0.00
"20170407_50,001-100,000",3,"217,000",1.79
"20170407_100,001-200,000",1,"184,000",1.52
"20170407_200,001-400,000",1,"363,000",3.00
