date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",218,"541,000",5.18
"20170609_5,001-10,000",74,"626,000",5.99
"20170609_10,001-15,000",21,"284,000",2.72
"20170609_15,001-20,000",26,"501,000",4.80
"20170609_20,001-30,000",13,"315,000",3.01
"20170609_30,001-40,000",10,"364,000",3.48
"20170609_40,001-50,000",5,"240,000",2.30
"20170609_50,001-100,000",5,"327,000",3.13
"20170609_100,001-200,000",1,"110,000",1.05
"20170609_200,001-400,000",2,"580,000",5.55
"20170609_400,001-600,000",4,"2,080,000",19.93
"20170609_600,001-800,000",1,"691,000",6.62
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",2,"3,775,000",36.17
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",192,"452,000",4.33
"20170603_5,001-10,000",66,"555,000",5.31
"20170603_10,001-15,000",20,"259,000",2.48
"20170603_15,001-20,000",29,"543,000",5.20
"20170603_20,001-30,000",11,"280,000",2.68
"20170603_30,001-40,000",7,"249,000",2.38
"20170603_40,001-50,000",5,"232,000",2.22
"20170603_50,001-100,000",7,"509,000",4.87
"20170603_100,001-200,000",0,0,0.00
"20170603_200,001-400,000",2,"580,000",5.55
"20170603_400,001-600,000",4,"2,174,000",20.83
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",2,"4,601,000",44.09
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",164,"395,000",3.78
"20170526_5,001-10,000",60,"501,000",4.80
"20170526_10,001-15,000",20,"260,000",2.49
"20170526_15,001-20,000",24,"443,000",4.24
"20170526_20,001-30,000",9,"241,000",2.30
"20170526_30,001-40,000",7,"256,000",2.45
"20170526_40,001-50,000",6,"282,000",2.70
"20170526_50,001-100,000",6,"450,000",4.31
"20170526_100,001-200,000",0,0,0.00
"20170526_200,001-400,000",1,"250,000",2.39
"20170526_400,001-600,000",3,"1,646,000",15.77
"20170526_600,001-800,000",1,"737,000",7.06
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",2,"4,973,000",47.66
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",136,"316,000",3.02
"20170519_5,001-10,000",40,"341,000",3.26
"20170519_10,001-15,000",17,"221,000",2.11
"20170519_15,001-20,000",13,"245,000",2.34
"20170519_20,001-30,000",8,"217,000",2.07
"20170519_30,001-40,000",3,"110,000",1.05
"20170519_40,001-50,000",3,"146,000",1.39
"20170519_50,001-100,000",4,"287,000",2.75
"20170519_100,001-200,000",0,0,0.00
"20170519_200,001-400,000",2,"525,000",5.03
"20170519_400,001-600,000",1,"512,000",4.90
"20170519_600,001-800,000",2,"1,401,000",13.42
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",3,"6,113,000",58.58
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",115,"276,000",2.52
"20170512_5,001-10,000",43,"365,000",3.33
"20170512_10,001-15,000",16,"214,000",1.95
"20170512_15,001-20,000",8,"160,000",1.46
"20170512_20,001-30,000",7,"189,000",1.72
"20170512_30,001-40,000",3,"104,000",0.95
"20170512_40,001-50,000",1,"50,000",0.45
"20170512_50,001-100,000",5,"374,000",3.42
"20170512_100,001-200,000",0,0,0.00
"20170512_200,001-400,000",1,"250,000",2.28
"20170512_400,001-600,000",2,"1,066,000",9.74
"20170512_600,001-800,000",2,"1,355,000",12.39
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",3,"6,531,000",59.73
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",115,"261,000",2.38
"20170505_5,001-10,000",46,"401,000",3.66
"20170505_10,001-15,000",16,"214,000",1.95
"20170505_15,001-20,000",9,"176,000",1.60
"20170505_20,001-30,000",5,"145,000",1.32
"20170505_30,001-40,000",5,"166,000",1.51
"20170505_40,001-50,000",0,0,0.00
"20170505_50,001-100,000",5,"402,000",3.67
"20170505_100,001-200,000",0,0,0.00
"20170505_200,001-400,000",2,"632,000",5.78
"20170505_400,001-600,000",2,"1,100,000",10.06
"20170505_600,001-800,000",1,"796,000",7.28
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",3,"6,641,000",60.73
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",106,"238,000",2.17
