date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",244,"635,000",1.53
"20170609_5,001-10,000",85,"713,000",1.71
"20170609_10,001-15,000",29,"387,000",0.93
"20170609_15,001-20,000",24,"451,000",1.08
"20170609_20,001-30,000",27,"707,000",1.70
"20170609_30,001-40,000",9,"317,000",0.76
"20170609_40,001-50,000",11,"524,000",1.26
"20170609_50,001-100,000",25,"1,960,000",4.72
"20170609_100,001-200,000",15,"2,138,000",5.15
"20170609_200,001-400,000",4,"1,187,000",2.86
"20170609_400,001-600,000",4,"1,991,000",4.80
"20170609_600,001-800,000",1,"602,000",1.45
"20170609_800,001-1,000,000",4,"3,882,000",9.36
"20170609_1,000,001以上",8,"25,971,000",62.63
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",254,"663,000",1.52
"20170603_5,001-10,000",93,"785,000",1.80
"20170603_10,001-15,000",30,"404,000",0.92
"20170603_15,001-20,000",25,"468,000",1.07
"20170603_20,001-30,000",30,"803,000",1.84
"20170603_30,001-40,000",12,"436,000",1.00
"20170603_40,001-50,000",11,"533,000",1.22
"20170603_50,001-100,000",25,"2,018,000",4.64
"20170603_100,001-200,000",13,"1,948,000",4.48
"20170603_200,001-400,000",5,"1,582,000",3.63
"20170603_400,001-600,000",3,"1,557,000",3.58
"20170603_600,001-800,000",1,"610,000",1.40
"20170603_800,001-1,000,000",3,"2,950,000",6.78
"20170603_1,000,001以上",9,"28,708,000",66.04
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",285,"746,000",1.65
"20170526_5,001-10,000",94,"770,000",1.71
"20170526_10,001-15,000",36,"483,000",1.07
"20170526_15,001-20,000",25,"469,000",1.04
"20170526_20,001-30,000",35,"927,000",2.06
"20170526_30,001-40,000",14,"516,000",1.14
"20170526_40,001-50,000",10,"483,000",1.07
"20170526_50,001-100,000",21,"1,672,000",3.71
"20170526_100,001-200,000",18,"2,799,000",6.22
"20170526_200,001-400,000",6,"1,814,000",4.03
"20170526_400,001-600,000",3,"1,560,000",3.46
"20170526_600,001-800,000",2,"1,356,000",3.01
"20170526_800,001-1,000,000",4,"3,769,000",8.38
"20170526_1,000,001以上",8,"27,601,000",61.38
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",326,"869,000",1.89
"20170519_5,001-10,000",103,"873,000",1.89
"20170519_10,001-15,000",39,"521,000",1.13
"20170519_15,001-20,000",24,"463,000",1.00
"20170519_20,001-30,000",35,"922,000",2.00
"20170519_30,001-40,000",17,"629,000",1.36
"20170519_40,001-50,000",13,"622,000",1.35
"20170519_50,001-100,000",24,"1,948,000",4.23
"20170519_100,001-200,000",17,"2,608,000",5.67
"20170519_200,001-400,000",7,"2,122,000",4.61
"20170519_400,001-600,000",3,"1,577,000",3.43
"20170519_600,001-800,000",1,"748,000",1.62
"20170519_800,001-1,000,000",4,"3,921,000",8.53
"20170519_1,000,001以上",8,"28,142,000",61.22
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",339,"886,000",1.90
"20170512_5,001-10,000",109,"923,000",1.98
"20170512_10,001-15,000",39,"530,000",1.14
"20170512_15,001-20,000",28,"528,000",1.13
"20170512_20,001-30,000",41,"1,077,000",2.31
"20170512_30,001-40,000",16,"590,000",1.26
"20170512_40,001-50,000",14,"670,000",1.44
"20170512_50,001-100,000",27,"2,175,000",4.68
"20170512_100,001-200,000",17,"2,677,000",5.76
"20170512_200,001-400,000",8,"2,323,000",4.99
"20170512_400,001-600,000",3,"1,579,000",3.39
"20170512_600,001-800,000",1,"748,000",1.60
"20170512_800,001-1,000,000",3,"2,950,000",6.34
"20170512_1,000,001以上",9,"28,809,000",62.00
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",358,"963,000",2.07
"20170505_5,001-10,000",129,"1,068,000",2.29
"20170505_10,001-15,000",52,"711,000",1.53
"20170505_15,001-20,000",37,"692,000",1.48
"20170505_20,001-30,000",38,"955,000",2.05
"20170505_30,001-40,000",19,"701,000",1.50
"20170505_40,001-50,000",14,"662,000",1.42
"20170505_50,001-100,000",26,"2,040,000",4.39
"20170505_100,001-200,000",28,"4,030,000",8.67
"20170505_200,001-400,000",9,"2,668,000",5.74
"20170505_400,001-600,000",3,"1,431,000",3.07
"20170505_600,001-800,000",3,"2,167,000",4.66
"20170505_800,001-1,000,000",3,"2,950,000",6.34
"20170505_1,000,001以上",8,"25,427,000",54.72
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",369,"980,000",2.08
"20170428_5,001-10,000",121,"1,021,000",2.17
"20170428_10,001-15,000",49,"670,000",1.42
"20170428_15,001-20,000",37,"706,000",1.50
"20170428_20,001-30,000",35,"891,000",1.89
"20170428_30,001-40,000",18,"655,000",1.39
"20170428_40,001-50,000",14,"665,000",1.41
"20170428_50,001-100,000",27,"2,136,000",4.54
"20170428_100,001-200,000",23,"3,336,000",7.10
"20170428_200,001-400,000",9,"2,608,000",5.55
"20170428_400,001-600,000",3,"1,429,000",3.04
"20170428_600,001-800,000",3,"2,177,000",4.63
"20170428_800,001-1,000,000",3,"2,950,000",6.28
"20170428_1,000,001以上",8,"26,741,000",56.93
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",381,"1,014,000",2.18
"20170421_5,001-10,000",119,"1,012,000",2.17
"20170421_10,001-15,000",54,"738,000",1.58
"20170421_15,001-20,000",43,"807,000",1.73
"20170421_20,001-30,000",39,"1,006,000",2.16
"20170421_30,001-40,000",22,"804,000",1.73
"20170421_40,001-50,000",18,"835,000",1.79
"20170421_50,001-100,000",27,"2,125,000",4.57
"20170421_100,001-200,000",27,"3,879,000",8.34
"20170421_200,001-400,000",11,"3,321,000",7.14
"20170421_400,001-600,000",4,"1,913,000",4.11
"20170421_600,001-800,000",2,"1,378,000",2.96
"20170421_800,001-1,000,000",3,"2,950,000",6.34
"20170421_1,000,001以上",8,"24,683,000",53.12
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",377,"987,000",2.27
"20170414_5,001-10,000",128,"1,078,000",2.48
"20170414_10,001-15,000",44,"603,000",1.38
"20170414_15,001-20,000",40,"767,000",1.76
"20170414_20,001-30,000",32,"835,000",1.92
"20170414_30,001-40,000",23,"839,000",1.93
"20170414_40,001-50,000",10,"482,000",1.10
"20170414_50,001-100,000",34,"2,660,000",6.11
"20170414_100,001-200,000",20,"3,025,000",6.95
"20170414_200,001-400,000",11,"3,204,000",7.37
"20170414_400,001-600,000",5,"2,402,000",5.52
"20170414_600,001-800,000",2,"1,378,000",3.17
"20170414_800,001-1,000,000",4,"3,752,000",8.63
"20170414_1,000,001以上",7,"21,453,000",49.35
20170407_1-999,0,0,0.00
"20170407_1,000-5,000",354,"915,000",2.20
"20170407_5,001-10,000",100,"835,000",2.01
"20170407_10,001-15,000",37,"516,000",1.24
"20170407_15,001-20,000",35,"660,000",1.59
"20170407_20,001-30,000",28,"735,000",1.77
"20170407_30,001-40,000",22,"797,000",1.92
"20170407_40,001-50,000",10,"485,000",1.16
"20170407_50,001-100,000",31,"2,445,000",5.89
"20170407_100,001-200,000",18,"2,834,000",6.83
"20170407_200,001-400,000",12,"3,315,000",7.99
"20170407_400,001-600,000",3,"1,459,000",3.51
"20170407_600,001-800,000",3,"1,984,000",4.78
"20170407_800,001-1,000,000",4,"3,799,000",9.16
"20170407_1,000,001以上",7,"20,686,000",49.88
20170331_1-999,0,0,0.00
"20170331_1,000-5,000",331,"827,000",2.01
"20170331_5,001-10,000",96,"815,000",1.98
"20170331_10,001-15,000",27,"375,000",0.91
"20170331_15,001-20,000",33,"624,000",1.52
"20170331_20,001-30,000",31,"804,000",1.96
"20170331_30,001-40,000",19,"690,000",1.68
"20170331_40,001-50,000",6,"292,000",0.71
"20170331_50,001-100,000",28,"2,237,000",5.46
"20170331_100,001-200,000",18,"2,725,000",6.65
"20170331_200,001-400,000",8,"2,452,000",5.98
"20170331_400,001-600,000",5,"2,404,000",5.86
"20170331_600,001-800,000",2,"1,378,000",3.36
"20170331_800,001-1,000,000",4,"3,799,000",9.27
"20170331_1,000,001以上",7,"21,543,000",52.58
20170324_1-999,0,0,0.00
"20170324_1,000-5,000",297,"746,000",1.79
"20170324_5,001-10,000",78,"672,000",1.62
"20170324_10,001-15,000",34,"478,000",1.15
"20170324_15,001-20,000",30,"575,000",1.38
"20170324_20,001-30,000",19,"502,000",1.21
"20170324_30,001-40,000",15,"540,000",1.30
"20170324_40,001-50,000",11,"534,000",1.28
"20170324_50,001-100,000",28,"2,194,000",5.29
