date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",128,"290,000",5.43
"20170609_5,001-10,000",25,"217,000",4.06
"20170609_10,001-15,000",8,"103,000",1.92
"20170609_15,001-20,000",6,"112,000",2.09
"20170609_20,001-30,000",5,"120,000",2.24
"20170609_30,001-40,000",3,"107,000",2.00
"20170609_40,001-50,000",4,"186,000",3.48
"20170609_50,001-100,000",6,"499,000",9.34
"20170609_100,001-200,000",1,"111,000",2.07
"20170609_200,001-400,000",2,"521,000",9.76
"20170609_400,001-600,000",0,0,0.00
"20170609_600,001-800,000",0,0,0.00
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",1,"3,072,000",57.54
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",126,"276,000",5.17
"20170603_5,001-10,000",25,"219,000",4.10
"20170603_10,001-15,000",6,"79,000",1.47
"20170603_15,001-20,000",5,"97,000",1.81
"20170603_20,001-30,000",5,"119,000",2.22
"20170603_30,001-40,000",5,"181,000",3.39
"20170603_40,001-50,000",3,"144,000",2.69
"20170603_50,001-100,000",5,"380,000",7.11
"20170603_100,001-200,000",2,"391,000",7.32
"20170603_200,001-400,000",1,"292,000",5.47
"20170603_400,001-600,000",0,0,0.00
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",1,"3,160,000",59.19
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",127,"285,000",5.33
"20170526_5,001-10,000",18,"156,000",2.92
"20170526_10,001-15,000",5,"61,000",1.14
"20170526_15,001-20,000",8,"151,000",2.82
"20170526_20,001-30,000",6,"145,000",2.71
"20170526_30,001-40,000",2,"70,000",1.31
"20170526_40,001-50,000",3,"139,000",2.60
"20170526_50,001-100,000",6,"423,000",7.92
"20170526_100,001-200,000",0,0,0.00
"20170526_200,001-400,000",2,"514,000",9.62
"20170526_400,001-600,000",0,0,0.00
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",1,"3,394,000",63.58
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",121,"268,000",5.02
"20170519_5,001-10,000",20,"169,000",3.16
"20170519_10,001-15,000",5,"63,000",1.18
"20170519_15,001-20,000",10,"187,000",3.50
"20170519_20,001-30,000",5,"125,000",2.34
"20170519_30,001-40,000",2,"79,000",1.47
"20170519_40,001-50,000",3,"142,000",2.66
"20170519_50,001-100,000",4,"315,000",5.90
"20170519_100,001-200,000",0,0,0.00
"20170519_200,001-400,000",2,"551,000",10.32
"20170519_400,001-600,000",0,0,0.00
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",1,"3,440,000",64.44
20170519_差異數調整（說明4）, ,"-1,000",-0.01
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",133,"277,000",5.18
"20170512_5,001-10,000",19,"162,000",3.03
"20170512_10,001-15,000",10,"130,000",2.43
"20170512_15,001-20,000",8,"153,000",2.86
"20170512_20,001-30,000",7,"179,000",3.35
"20170512_30,001-40,000",3,"108,000",2.02
"20170512_40,001-50,000",2,"96,000",1.79
