date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",56,"130,000",1.35
"20170609_5,001-10,000",17,"145,000",1.50
"20170609_10,001-15,000",6,"72,000",0.74
"20170609_15,001-20,000",7,"124,000",1.28
"20170609_20,001-30,000",10,"261,000",2.71
"20170609_30,001-40,000",2,"75,000",0.77
"20170609_40,001-50,000",0,0,0.00
"20170609_50,001-100,000",5,"295,000",3.06
"20170609_100,001-200,000",1,"136,000",1.41
"20170609_200,001-400,000",0,0,0.00
"20170609_400,001-600,000",2,"834,000",8.66
"20170609_600,001-800,000",0,0,0.00
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",4,"7,552,000",78.47
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",58,"135,000",1.40
"20170603_5,001-10,000",19,"162,000",1.68
"20170603_10,001-15,000",4,"48,000",0.49
"20170603_15,001-20,000",6,"104,000",1.08
"20170603_20,001-30,000",11,"277,000",2.87
"20170603_30,001-40,000",2,"75,000",0.77
"20170603_40,001-50,000",1,"45,000",0.46
"20170603_50,001-100,000",5,"290,000",3.01
"20170603_100,001-200,000",1,"141,000",1.46
"20170603_200,001-400,000",0,0,0.00
"20170603_400,001-600,000",2,"893,000",9.27
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",4,"7,454,000",77.45
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",61,"138,000",1.43
"20170526_5,001-10,000",18,"148,000",1.53
"20170526_10,001-15,000",3,"37,000",0.38
"20170526_15,001-20,000",5,"85,000",0.88
"20170526_20,001-30,000",11,"281,000",2.91
"20170526_30,001-40,000",2,"75,000",0.77
"20170526_40,001-50,000",1,"50,000",0.51
"20170526_50,001-100,000",4,"230,000",2.38
"20170526_100,001-200,000",1,"136,000",1.41
"20170526_200,001-400,000",0,0,0.00
"20170526_400,001-600,000",2,"950,000",9.87
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",4,"7,494,000",77.86
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",62,"149,000",1.54
"20170519_5,001-10,000",12,"99,000",1.02
"20170519_10,001-15,000",6,"78,000",0.81
"20170519_15,001-20,000",5,"85,000",0.88
"20170519_20,001-30,000",9,"221,000",2.29
"20170519_30,001-40,000",4,"151,000",1.56
"20170519_40,001-50,000",0,0,0.00
"20170519_50,001-100,000",3,"195,000",2.02
"20170519_100,001-200,000",0,0,0.00
"20170519_200,001-400,000",0,0,0.00
"20170519_400,001-600,000",1,"407,000",4.22
"20170519_600,001-800,000",1,"685,000",7.11
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",4,"7,554,000",78.49
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",59,"134,000",1.39
"20170512_5,001-10,000",12,"96,000",0.99
"20170512_10,001-15,000",7,"93,000",0.96
"20170512_15,001-20,000",6,"109,000",1.13
"20170512_20,001-30,000",10,"247,000",2.56
"20170512_30,001-40,000",2,"80,000",0.83
"20170512_40,001-50,000",1,"41,000",0.42
"20170512_50,001-100,000",2,"119,000",1.23
"20170512_100,001-200,000",0,0,0.00
"20170512_200,001-400,000",0,0,0.00
"20170512_400,001-600,000",1,"405,000",4.20
"20170512_600,001-800,000",1,"705,000",7.32
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",4,"7,595,000",78.91
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",66,"153,000",1.58
"20170505_5,001-10,000",15,"120,000",1.24
"20170505_10,001-15,000",4,"52,000",0.54
"20170505_15,001-20,000",7,"132,000",1.37
"20170505_20,001-30,000",9,"229,000",2.37
"20170505_30,001-40,000",4,"146,000",1.51
"20170505_40,001-50,000",0,0,0.00
"20170505_50,001-100,000",2,"114,000",1.18
"20170505_100,001-200,000",0,0,0.00
"20170505_200,001-400,000",0,0,0.00
"20170505_400,001-600,000",2,"812,000",8.43
"20170505_600,001-800,000",1,"705,000",7.32
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",4,"7,161,000",74.40
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",64,"155,000",1.69
"20170428_5,001-10,000",14,"107,000",1.17
"20170428_10,001-15,000",4,"52,000",0.56
"20170428_15,001-20,000",7,"132,000",1.44
"20170428_20,001-30,000",9,"229,000",2.50
"20170428_30,001-40,000",2,"71,000",0.77
"20170428_40,001-50,000",1,"42,000",0.46
"20170428_50,001-100,000",3,"178,000",1.95
"20170428_100,001-200,000",0,0,0.00
"20170428_200,001-400,000",0,0,0.00
"20170428_400,001-600,000",2,"812,000",8.89
"20170428_600,001-800,000",0,0,0.00
"20170428_800,001-1,000,000",2,"1,703,000",18.66
"20170428_1,000,001以上",3,"5,643,000",61.84
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",71,"166,000",1.72
"20170421_5,001-10,000",15,"120,000",1.24
"20170421_10,001-15,000",4,"52,000",0.54
"20170421_15,001-20,000",9,"168,000",1.74
"20170421_20,001-30,000",8,"208,000",2.16
"20170421_30,001-40,000",1,"40,000",0.41
"20170421_40,001-50,000",1,"43,000",0.44
"20170421_50,001-100,000",3,"180,000",1.87
"20170421_100,001-200,000",0,0,0.00
"20170421_200,001-400,000",0,0,0.00
"20170421_400,001-600,000",2,"812,000",8.43
"20170421_600,001-800,000",0,0,0.00
"20170421_800,001-1,000,000",2,"1,853,000",19.25
"20170421_1,000,001以上",3,"5,982,000",62.15
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",75,"176,000",1.82
"20170414_5,001-10,000",17,"133,000",1.38
"20170414_10,001-15,000",7,"94,000",0.97
