date_level,population,stock number,total portion
20170609_1-999,7,443,0.00
"20170609_1,000-5,000",401,"959,000",4.81
"20170609_5,001-10,000",106,"888,307",4.46
"20170609_10,001-15,000",47,"628,000",3.15
"20170609_15,001-20,000",39,"750,000",3.76
"20170609_20,001-30,000",35,"929,000",4.66
"20170609_30,001-40,000",17,"630,000",3.16
"20170609_40,001-50,000",6,"280,000",1.40
"20170609_50,001-100,000",27,"2,028,000",10.18
"20170609_100,001-200,000",11,"1,703,250",8.55
"20170609_200,001-400,000",5,"1,358,000",6.82
"20170609_400,001-600,000",2,"1,006,000",5.05
"20170609_600,001-800,000",1,"745,000",3.74
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",5,"7,998,000",40.18
20170603_1-999,7,443,0.00
"20170603_1,000-5,000",409,"989,000",4.84
"20170603_5,001-10,000",108,"918,307",4.50
"20170603_10,001-15,000",41,"556,000",2.72
"20170603_15,001-20,000",40,"764,000",3.74
"20170603_20,001-30,000",37,"981,000",4.80
"20170603_30,001-40,000",16,"597,000",2.92
"20170603_40,001-50,000",7,"323,000",1.58
"20170603_50,001-100,000",30,"2,292,000",11.23
"20170603_100,001-200,000",10,"1,527,250",7.48
"20170603_200,001-400,000",5,"1,317,000",6.45
"20170603_400,001-600,000",2,"1,006,000",4.93
"20170603_600,001-800,000",2,"1,400,000",6.86
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",5,"7,732,000",37.89
20170526_1-999,7,443,0.00
"20170526_1,000-5,000",459,"1,094,000",5.23
"20170526_5,001-10,000",117,"972,307",4.65
"20170526_10,001-15,000",47,"633,000",3.02
"20170526_15,001-20,000",45,"866,000",4.14
"20170526_20,001-30,000",43,"1,133,000",5.42
"20170526_30,001-40,000",15,"542,000",2.59
"20170526_40,001-50,000",9,"415,000",1.98
"20170526_50,001-100,000",27,"2,072,000",9.91
"20170526_100,001-200,000",15,"2,260,250",10.81
"20170526_200,001-400,000",4,"1,109,000",5.30
"20170526_400,001-600,000",2,"1,006,000",4.81
"20170526_600,001-800,000",1,"750,000",3.58
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",5,"8,050,000",38.51
20170519_1-999,7,443,0.00
"20170519_1,000-5,000",420,"993,000",4.63
"20170519_5,001-10,000",108,"916,307",4.28
"20170519_10,001-15,000",44,"588,000",2.74
"20170519_15,001-20,000",39,"753,000",3.51
"20170519_20,001-30,000",34,"877,000",4.09
"20170519_30,001-40,000",14,"523,000",2.44
"20170519_40,001-50,000",11,"508,000",2.37
"20170519_50,001-100,000",32,"2,334,000",10.90
"20170519_100,001-200,000",14,"2,178,250",10.17
"20170519_200,001-400,000",3,"838,000",3.91
"20170519_400,001-600,000",2,"1,006,000",4.70
"20170519_600,001-800,000",1,"740,000",3.45
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",5,"9,148,000",42.74
20170512_1-999,7,443,0.00
"20170512_1,000-5,000",419,"1,036,307",4.42
"20170512_5,001-10,000",105,"891,000",3.80
"20170512_10,001-15,000",49,"655,000",2.79
"20170512_15,001-20,000",42,"809,000",3.45
"20170512_20,001-30,000",27,"702,000",2.99
"20170512_30,001-40,000",13,"475,000",2.02
"20170512_40,001-50,000",12,"561,000",2.39
"20170512_50,001-100,000",34,"2,512,000",10.73
