date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",33,"52,000",0.97
"20170609_5,001-10,000",6,"48,000",0.89
"20170609_10,001-15,000",1,"15,000",0.28
"20170609_15,001-20,000",0,0,0.00
"20170609_20,001-30,000",0,0,0.00
"20170609_30,001-40,000",1,"40,000",0.74
"20170609_40,001-50,000",1,"50,000",0.93
"20170609_50,001-100,000",3,"246,000",4.60
"20170609_100,001-200,000",0,0,0.00
"20170609_200,001-400,000",2,"651,000",12.17
"20170609_400,001-600,000",1,"468,000",8.75
"20170609_600,001-800,000",0,0,0.00
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",1,"3,775,000",70.62
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",32,"51,000",0.95
"20170603_5,001-10,000",8,"64,000",1.19
"20170603_10,001-15,000",0,0,0.00
"20170603_15,001-20,000",0,0,0.00
"20170603_20,001-30,000",0,0,0.00
"20170603_30,001-40,000",1,"40,000",0.74
"20170603_40,001-50,000",1,"50,000",0.93
"20170603_50,001-100,000",3,"252,000",4.71
"20170603_100,001-200,000",0,0,0.00
"20170603_200,001-400,000",2,"640,000",11.97
"20170603_400,001-600,000",1,"468,000",8.75
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",1,"3,780,000",70.72
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",33,"51,000",0.95
"20170526_5,001-10,000",5,"32,000",0.59
"20170526_10,001-15,000",3,"40,000",0.74
"20170526_15,001-20,000",0,0,0.00
"20170526_20,001-30,000",0,0,0.00
"20170526_30,001-40,000",1,"40,000",0.74
"20170526_40,001-50,000",1,"50,000",0.93
"20170526_50,001-100,000",3,"236,000",4.41
"20170526_100,001-200,000",1,"196,000",3.66
"20170526_200,001-400,000",0,0,0.00
"20170526_400,001-600,000",2,"904,000",16.91
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",1,"3,796,000",71.01
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",32,"49,000",0.91
"20170519_5,001-10,000",4,"25,000",0.46
"20170519_10,001-15,000",2,"27,000",0.50
"20170519_15,001-20,000",1,"18,000",0.33
"20170519_20,001-30,000",0,0,0.00
"20170519_30,001-40,000",2,"80,000",1.49
"20170519_40,001-50,000",1,"50,000",0.93
"20170519_50,001-100,000",3,"270,000",5.05
"20170519_100,001-200,000",0,0,0.00
"20170519_200,001-400,000",2,"581,000",10.86
"20170519_400,001-600,000",1,"468,000",8.75
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",1,"3,777,000",70.66
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",29,"40,000",0.74
"20170512_5,001-10,000",8,"58,000",1.08
"20170512_10,001-15,000",1,"12,000",0.22
"20170512_15,001-20,000",0,0,0.00
"20170512_20,001-30,000",0,0,0.00
"20170512_30,001-40,000",1,"40,000",0.74
"20170512_40,001-50,000",1,"44,000",0.82
"20170512_50,001-100,000",5,"411,000",7.68
"20170512_100,001-200,000",1,"133,000",2.48
"20170512_200,001-400,000",1,"373,000",6.97
"20170512_400,001-600,000",1,"468,000",8.75
"20170512_600,001-800,000",0,0,0.00
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",1,"3,766,000",70.45
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",36,"67,000",1.74
"20170505_5,001-10,000",9,"62,000",1.61
"20170505_10,001-15,000",2,"29,000",0.75
"20170505_15,001-20,000",1,"20,000",0.52
"20170505_20,001-30,000",0,0,0.00
"20170505_30,001-40,000",1,"40,000",1.04
"20170505_40,001-50,000",1,"41,000",1.06
"20170505_50,001-100,000",4,"348,000",9.05
"20170505_100,001-200,000",1,"101,000",2.62
"20170505_200,001-400,000",1,"222,000",5.77
"20170505_400,001-600,000",2,"984,000",25.59
"20170505_600,001-800,000",0,0,0.00
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",1,"1,931,000",50.22
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",45,"93,000",2.41
"20170428_5,001-10,000",13,"100,000",2.60
"20170428_10,001-15,000",1,"14,000",0.36
"20170428_15,001-20,000",2,"40,000",1.04
"20170428_20,001-30,000",0,0,0.00
"20170428_30,001-40,000",1,"34,000",0.88
"20170428_40,001-50,000",1,"50,000",1.30
"20170428_50,001-100,000",6,"503,000",13.08
"20170428_100,001-200,000",1,"150,000",3.90
"20170428_200,001-400,000",1,"311,000",8.08
"20170428_400,001-600,000",1,"468,000",12.17
"20170428_600,001-800,000",1,"711,000",18.49
"20170428_800,001-1,000,000",0,0,0.00
"20170428_1,000,001以上",1,"1,371,000",35.65
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",64,"141,000",3.66
"20170421_5,001-10,000",22,"169,000",4.39
"20170421_10,001-15,000",5,"67,000",1.74
"20170421_15,001-20,000",6,"112,000",2.91
"20170421_20,001-30,000",0,0,0.00
"20170421_30,001-40,000",1,"34,000",0.88
"20170421_40,001-50,000",3,"139,000",3.61
"20170421_50,001-100,000",5,"423,000",11.00
"20170421_100,001-200,000",1,"161,000",4.18
"20170421_200,001-400,000",0,0,0.00
"20170421_400,001-600,000",2,"968,000",25.17
"20170421_600,001-800,000",1,"642,000",16.69
"20170421_800,001-1,000,000",1,"989,000",25.72
"20170421_1,000,001以上",0,0,0.00
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",63,"140,000",3.64
"20170414_5,001-10,000",20,"151,000",3.92
"20170414_10,001-15,000",4,"54,000",1.40
"20170414_15,001-20,000",5,"92,000",2.39
"20170414_20,001-30,000",0,0,0.00
"20170414_30,001-40,000",0,0,0.00
"20170414_40,001-50,000",5,"229,000",5.95
"20170414_50,001-100,000",4,"305,000",7.93
"20170414_100,001-200,000",1,"144,000",3.74
"20170414_200,001-400,000",1,"250,000",6.50
"20170414_400,001-600,000",1,"468,000",12.17
"20170414_600,001-800,000",1,"670,000",17.42
"20170414_800,001-1,000,000",0,0,0.00
"20170414_1,000,001以上",1,"1,342,000",34.90
20170407_1-999,0,0,0.00
"20170407_1,000-5,000",59,"129,000",3.35
"20170407_5,001-10,000",17,"129,000",3.35
"20170407_10,001-15,000",4,"52,000",1.35
"20170407_15,001-20,000",6,"110,000",2.86
"20170407_20,001-30,000",2,"52,000",1.35
"20170407_30,001-40,000",0,0,0.00
"20170407_40,001-50,000",3,"145,000",3.77
"20170407_50,001-100,000",3,"213,000",5.53
"20170407_100,001-200,000",2,"323,000",8.40
"20170407_200,001-400,000",1,"250,000",6.50
"20170407_400,001-600,000",1,"468,000",12.17
"20170407_600,001-800,000",1,"631,000",16.41
"20170407_800,001-1,000,000",0,0,0.00
"20170407_1,000,001以上",1,"1,343,000",34.92
20170331_1-999,0,0,0.00
"20170331_1,000-5,000",40,"77,000",2.00
"20170331_5,001-10,000",13,"100,000",2.60
"20170331_10,001-15,000",1,"15,000",0.39
"20170331_15,001-20,000",3,"55,000",1.43
"20170331_20,001-30,000",0,0,0.00
"20170331_30,001-40,000",0,0,0.00
"20170331_40,001-50,000",1,"50,000",1.30
"20170331_50,001-100,000",3,"213,000",5.53
"20170331_100,001-200,000",2,"329,000",8.55
"20170331_200,001-400,000",1,"250,000",6.50
"20170331_400,001-600,000",1,"468,000",12.17
"20170331_600,001-800,000",0,0,0.00
"20170331_800,001-1,000,000",1,"924,000",24.03
"20170331_1,000,001以上",1,"1,364,000",35.47
20170324_1-999,0,0,0.00
"20170324_1,000-5,000",48,"96,000",1.98
"20170324_5,001-10,000",15,"124,000",2.55
"20170324_10,001-15,000",3,"35,000",0.72
"20170324_15,001-20,000",2,"35,000",0.72
"20170324_20,001-30,000",0,0,0.00
"20170324_30,001-40,000",0,0,0.00
"20170324_40,001-50,000",1,"50,000",1.03
"20170324_50,001-100,000",4,"307,000",6.33
"20170324_100,001-200,000",2,"318,000",6.56
"20170324_200,001-400,000",1,"250,000",5.15
