date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",373,"908,000",3.40
"20170609_5,001-10,000",97,"837,000",3.13
"20170609_10,001-15,000",34,"465,000",1.74
"20170609_15,001-20,000",29,"564,000",2.11
"20170609_20,001-30,000",29,"784,000",2.94
"20170609_30,001-40,000",10,"368,000",1.38
"20170609_40,001-50,000",14,"670,000",2.51
"20170609_50,001-100,000",15,"1,190,000",4.46
"20170609_100,001-200,000",4,"666,000",2.49
"20170609_200,001-400,000",1,"300,000",1.12
"20170609_400,001-600,000",4,"2,075,000",7.78
"20170609_600,001-800,000",1,"613,000",2.29
"20170609_800,001-1,000,000",1,"880,000",3.30
"20170609_1,000,001以上",5,"16,346,000",61.29
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",330,"835,000",3.07
"20170603_5,001-10,000",81,"687,000",2.52
"20170603_10,001-15,000",30,"411,000",1.51
"20170603_15,001-20,000",25,"488,000",1.79
"20170603_20,001-30,000",32,"849,000",3.12
"20170603_30,001-40,000",10,"369,000",1.35
"20170603_40,001-50,000",13,"616,000",2.26
"20170603_50,001-100,000",12,"955,000",3.51
"20170603_100,001-200,000",4,"666,000",2.45
"20170603_200,001-400,000",1,"300,000",1.10
"20170603_400,001-600,000",4,"2,078,000",7.64
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",6,"18,912,000",69.61
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",257,"609,000",2.24
"20170526_5,001-10,000",60,"521,000",1.91
"20170526_10,001-15,000",30,"398,000",1.46
"20170526_15,001-20,000",25,"491,000",1.80
"20170526_20,001-30,000",15,"390,000",1.43
"20170526_30,001-40,000",6,"228,000",0.83
"20170526_40,001-50,000",13,"610,000",2.24
"20170526_50,001-100,000",10,"869,000",3.19
"20170526_100,001-200,000",3,"543,000",1.99
"20170526_200,001-400,000",1,"279,000",1.02
"20170526_400,001-600,000",3,"1,635,000",6.01
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",6,"20,593,000",75.80
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",139,"341,000",1.25
"20170519_5,001-10,000",31,"276,000",1.01
"20170519_10,001-15,000",17,"223,000",0.82
"20170519_15,001-20,000",13,"250,000",0.92
"20170519_20,001-30,000",12,"314,000",1.15
"20170519_30,001-40,000",3,"120,000",0.44
"20170519_40,001-50,000",9,"433,000",1.59
"20170519_50,001-100,000",4,"366,000",1.34
"20170519_100,001-200,000",1,"120,000",0.44
"20170519_200,001-400,000",0,0,0.00
"20170519_400,001-600,000",3,"1,600,000",5.88
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",6,"23,123,000",85.11
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",101,"258,000",0.94
"20170512_5,001-10,000",29,"263,000",0.96
"20170512_10,001-15,000",18,"236,000",0.86
"20170512_15,001-20,000",12,"240,000",0.88
"20170512_20,001-30,000",13,"341,000",1.25
"20170512_30,001-40,000",1,"40,000",0.14
"20170512_40,001-50,000",7,"343,000",1.26
"20170512_50,001-100,000",4,"365,000",1.34
"20170512_100,001-200,000",1,"150,000",0.55
"20170512_200,001-400,000",0,0,0.00
"20170512_400,001-600,000",3,"1,600,000",5.88
"20170512_600,001-800,000",0,0,0.00
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",6,"23,330,000",85.87
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",110,"292,000",1.07
"20170505_5,001-10,000",27,"249,000",0.91
"20170505_10,001-15,000",23,"300,000",1.10
"20170505_15,001-20,000",10,"200,000",0.73
"20170505_20,001-30,000",14,"375,000",1.38
"20170505_30,001-40,000",1,"40,000",0.14
"20170505_40,001-50,000",8,"393,000",1.44
"20170505_50,001-100,000",6,"535,000",1.96
"20170505_100,001-200,000",2,"350,000",1.28
"20170505_200,001-400,000",0,0,0.00
"20170505_400,001-600,000",3,"1,600,000",5.88
"20170505_600,001-800,000",0,0,0.00
"20170505_800,001-1,000,000",1,"860,000",3.16
"20170505_1,000,001以上",6,"21,972,000",80.88
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",133,"366,000",1.34
"20170428_5,001-10,000",36,"311,000",1.14
"20170428_10,001-15,000",48,"616,000",2.26
"20170428_15,001-20,000",8,"160,000",0.58
"20170428_20,001-30,000",17,"455,000",1.67
"20170428_30,001-40,000",3,"110,000",0.40
"20170428_40,001-50,000",12,"593,000",2.18
"20170428_50,001-100,000",7,"613,000",2.25
"20170428_100,001-200,000",3,"405,000",1.49
"20170428_200,001-400,000",1,"250,000",0.92
"20170428_400,001-600,000",3,"1,600,000",5.88
"20170428_600,001-800,000",0,0,0.00
"20170428_800,001-1,000,000",1,"913,000",3.36
"20170428_1,000,001以上",6,"20,774,000",76.47
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",0,0,0.00
"20170421_5,001-10,000",0,0,0.00
"20170421_10,001-15,000",0,0,0.00
"20170421_15,001-20,000",0,0,0.00
"20170421_20,001-30,000",0,0,0.00
"20170421_30,001-40,000",0,0,0.00
"20170421_40,001-50,000",0,0,0.00
"20170421_50,001-100,000",0,0,0.00
"20170421_100,001-200,000",0,0,0.00
"20170421_200,001-400,000",0,0,0.00
"20170421_400,001-600,000",0,0,0.00
"20170421_600,001-800,000",0,0,0.00
"20170421_800,001-1,000,000",0,0,0.00
"20170421_1,000,001以上",1,"27,166,000",100.00
