date_level,population,stock number,total portion
20170609_1-999,4,"1,082",0.00
"20170609_1,000-5,000","1,073","3,010,578",1.71
"20170609_5,001-10,000",569,"4,918,340",2.79
"20170609_10,001-15,000",229,"3,079,000",1.74
"20170609_15,001-20,000",252,"4,743,000",2.69
"20170609_20,001-30,000",219,"5,878,000",3.33
"20170609_30,001-40,000",143,"5,271,000",2.99
"20170609_40,001-50,000",110,"5,284,000",3.00
"20170609_50,001-100,000",253,"18,932,000",10.75
"20170609_100,001-200,000",119,"18,200,000",10.34
"20170609_200,001-400,000",60,"16,688,000",9.48
"20170609_400,001-600,000",22,"11,036,000",6.27
"20170609_600,001-800,000",5,"3,542,000",2.01
"20170609_800,001-1,000,000",6,"5,583,000",3.17
"20170609_1,000,001以上",19,"69,845,000",39.68
20170603_1-999,4,"1,282",0.00
"20170603_1,000-5,000","1,069","3,012,378",1.87
"20170603_5,001-10,000",565,"4,875,340",3.02
"20170603_10,001-15,000",220,"2,958,000",1.83
"20170603_15,001-20,000",247,"4,684,000",2.90
"20170603_20,001-30,000",212,"5,683,000",3.52
"20170603_30,001-40,000",142,"5,191,000",3.22
"20170603_40,001-50,000",111,"5,343,000",3.31
"20170603_50,001-100,000",248,"18,663,000",11.59
"20170603_100,001-200,000",121,"18,621,000",11.56
"20170603_200,001-400,000",53,"14,999,000",9.31
"20170603_400,001-600,000",25,"12,492,000",7.75
"20170603_600,001-800,000",6,"4,151,000",2.57
"20170603_800,001-1,000,000",6,"5,523,000",3.43
"20170603_1,000,001以上",18,"56,670,000",35.19
20170603_差異數調整（說明4）, ,"-1,856,000",-1.15
20170526_1-999,6,"2,660",0.00
"20170526_1,000-5,000","1,050","2,932,000",1.92
"20170526_5,001-10,000",566,"4,876,340",3.20
"20170526_10,001-15,000",220,"2,948,000",1.93
"20170526_15,001-20,000",254,"4,841,000",3.18
"20170526_20,001-30,000",210,"5,638,000",3.70
"20170526_30,001-40,000",142,"5,232,000",3.44
"20170526_40,001-50,000",108,"5,186,000",3.41
"20170526_50,001-100,000",247,"18,476,000",12.15
"20170526_100,001-200,000",122,"18,751,000",12.33
"20170526_200,001-400,000",56,"15,942,000",10.48
"20170526_400,001-600,000",24,"12,158,000",7.99
"20170526_600,001-800,000",8,"5,624,000",3.69
"20170526_800,001-1,000,000",5,"4,613,000",3.03
"20170526_1,000,001以上",16,"44,791,000",29.46
20170519_1-999,5,"1,949",0.00
"20170519_1,000-5,000","1,068","2,969,711",1.99
"20170519_5,001-10,000",558,"4,812,340",3.22
"20170519_10,001-15,000",209,"2,794,000",1.87
"20170519_15,001-20,000",258,"4,907,000",3.29
"20170519_20,001-30,000",207,"5,597,000",3.75
"20170519_30,001-40,000",137,"5,048,000",3.38
"20170519_40,001-50,000",115,"5,512,000",3.69
"20170519_50,001-100,000",240,"18,033,000",12.10
"20170519_100,001-200,000",107,"16,229,000",10.89
"20170519_200,001-400,000",55,"15,078,000",10.11
"20170519_400,001-600,000",24,"11,963,000",8.02
"20170519_600,001-800,000",8,"5,536,000",3.71
"20170519_800,001-1,000,000",5,"4,523,000",3.03
"20170519_1,000,001以上",16,"46,007,000",30.87
20170512_1-999,6,"2,949",0.00
"20170512_1,000-5,000","1,066","2,956,711",2.12
"20170512_5,001-10,000",547,"4,743,340",3.41
