date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",222,"561,000",1.66
"20170609_5,001-10,000",66,"570,000",1.68
"20170609_10,001-15,000",11,"150,000",0.44
"20170609_15,001-20,000",24,"461,000",1.36
"20170609_20,001-30,000",20,"541,000",1.60
"20170609_30,001-40,000",5,"176,000",0.52
"20170609_40,001-50,000",10,"484,000",1.43
"20170609_50,001-100,000",12,"932,000",2.75
"20170609_100,001-200,000",9,"1,231,000",3.64
"20170609_200,001-400,000",6,"1,776,000",5.25
"20170609_400,001-600,000",3,"1,510,000",4.47
"20170609_600,001-800,000",2,"1,241,000",3.67
"20170609_800,001-1,000,000",1,"901,000",2.66
"20170609_1,000,001以上",9,"23,242,000",68.81
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",220,"547,000",1.61
"20170603_5,001-10,000",63,"546,000",1.61
"20170603_10,001-15,000",12,"163,000",0.48
"20170603_15,001-20,000",24,"464,000",1.37
"20170603_20,001-30,000",17,"459,000",1.35
"20170603_30,001-40,000",4,"144,000",0.42
"20170603_40,001-50,000",10,"486,000",1.43
"20170603_50,001-100,000",14,"1,088,000",3.22
"20170603_100,001-200,000",7,"970,000",2.87
"20170603_200,001-400,000",6,"1,874,000",5.54
"20170603_400,001-600,000",3,"1,510,000",4.47
"20170603_600,001-800,000",2,"1,512,000",4.47
"20170603_800,001-1,000,000",1,"901,000",2.66
"20170603_1,000,001以上",9,"23,112,000",68.42
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",223,"546,000",1.74
"20170526_5,001-10,000",62,"531,000",1.69
"20170526_10,001-15,000",14,"192,000",0.61
"20170526_15,001-20,000",24,"464,000",1.48
"20170526_20,001-30,000",12,"336,000",1.07
"20170526_30,001-40,000",4,"137,000",0.43
"20170526_40,001-50,000",10,"481,000",1.53
"20170526_50,001-100,000",12,"858,000",2.74
"20170526_100,001-200,000",9,"1,362,000",4.35
"20170526_200,001-400,000",4,"1,304,000",4.16
"20170526_400,001-600,000",5,"2,416,000",7.72
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",2,"1,741,000",5.56
"20170526_1,000,001以上",8,"20,908,000",66.84
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",229,"562,000",1.88
"20170519_5,001-10,000",51,"446,000",1.49
"20170519_10,001-15,000",13,"180,000",0.60
"20170519_15,001-20,000",21,"404,000",1.35
"20170519_20,001-30,000",11,"302,000",1.01
"20170519_30,001-40,000",4,"137,000",0.46
"20170519_40,001-50,000",12,"574,000",1.92
"20170519_50,001-100,000",13,"987,000",3.31
"20170519_100,001-200,000",5,"778,000",2.61
"20170519_200,001-400,000",3,"1,006,000",3.37
"20170519_400,001-600,000",4,"1,942,000",6.52
"20170519_600,001-800,000",1,"695,000",2.33
"20170519_800,001-1,000,000",2,"1,741,000",5.84
"20170519_1,000,001以上",7,"20,022,000",67.24
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",235,"569,000",1.97
"20170512_5,001-10,000",55,"488,000",1.69
"20170512_10,001-15,000",14,"192,000",0.66
"20170512_15,001-20,000",26,"507,000",1.76
"20170512_20,001-30,000",9,"253,000",0.87
"20170512_30,001-40,000",2,"66,000",0.22
"20170512_40,001-50,000",12,"578,000",2.00
"20170512_50,001-100,000",12,"926,000",3.21
"20170512_100,001-200,000",5,"839,000",2.91
"20170512_200,001-400,000",4,"1,199,000",4.16
"20170512_400,001-600,000",5,"2,486,000",8.63
"20170512_600,001-800,000",1,"647,000",2.24
"20170512_800,001-1,000,000",2,"1,790,000",6.22
"20170512_1,000,001以上",5,"18,236,000",63.37
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",221,"551,000",1.88
"20170505_5,001-10,000",52,"469,000",1.60
"20170505_10,001-15,000",11,"143,000",0.48
"20170505_15,001-20,000",22,"436,000",1.48
"20170505_20,001-30,000",5,"141,000",0.48
"20170505_30,001-40,000",4,"148,000",0.50
"20170505_40,001-50,000",10,"491,000",1.67
"20170505_50,001-100,000",9,"715,000",2.44
"20170505_100,001-200,000",0,0,0.00
"20170505_200,001-400,000",3,"953,000",3.25
"20170505_400,001-600,000",3,"1,432,000",4.89
"20170505_600,001-800,000",1,"800,000",2.73
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",7,"22,997,000",78.55
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",218,"523,000",1.69
"20170428_5,001-10,000",46,"423,000",1.37
"20170428_10,001-15,000",6,"79,000",0.25
"20170428_15,001-20,000",21,"418,000",1.35
"20170428_20,001-30,000",5,"150,000",0.48
"20170428_30,001-40,000",2,"71,000",0.23
"20170428_40,001-50,000",11,"536,000",1.74
"20170428_50,001-100,000",4,"350,000",1.13
"20170428_100,001-200,000",0,0,0.00
"20170428_200,001-400,000",2,"636,000",2.06
"20170428_400,001-600,000",3,"1,432,000",4.65
"20170428_600,001-800,000",0,0,0.00
"20170428_800,001-1,000,000",0,0,0.00
"20170428_1,000,001以上",8,"26,158,000",84.99
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",222,"512,000",1.51
"20170421_5,001-10,000",38,"345,000",1.02
"20170421_10,001-15,000",8,"110,000",0.32
"20170421_15,001-20,000",15,"298,000",0.88
"20170421_20,001-30,000",5,"150,000",0.44
"20170421_30,001-40,000",3,"109,000",0.32
"20170421_40,001-50,000",9,"450,000",1.33
"20170421_50,001-100,000",5,"410,000",1.21
"20170421_100,001-200,000",0,0,0.00
"20170421_200,001-400,000",2,"636,000",1.88
"20170421_400,001-600,000",3,"1,402,000",4.15
"20170421_600,001-800,000",0,0,0.00
"20170421_800,001-1,000,000",1,"1,000,000",2.96
"20170421_1,000,001以上",9,"28,354,000",83.94
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",430,"936,000",2.73
"20170414_5,001-10,000",65,"562,000",1.63
"20170414_10,001-15,000",10,"135,000",0.39
"20170414_15,001-20,000",16,"318,000",0.92
"20170414_20,001-30,000",7,"196,000",0.57
"20170414_30,001-40,000",2,"71,000",0.20
"20170414_40,001-50,000",11,"550,000",1.60
"20170414_50,001-100,000",6,"540,000",1.57
"20170414_100,001-200,000",2,"302,000",0.88
"20170414_200,001-400,000",0,0,0.00
"20170414_400,001-600,000",2,"1,000,000",2.91
"20170414_600,001-800,000",0,0,0.00
"20170414_800,001-1,000,000",1,"1,000,000",2.91
"20170414_1,000,001以上",10,"28,666,000",83.63
20170407_1-999,0,0,0.00
"20170407_1,000-5,000",620,"1,296,000",3.62
"20170407_5,001-10,000",80,"681,000",1.90
"20170407_10,001-15,000",7,"91,000",0.25
"20170407_15,001-20,000",18,"360,000",1.00
"20170407_20,001-30,000",10,"277,000",0.77
"20170407_30,001-40,000",2,"71,000",0.19
"20170407_40,001-50,000",10,"500,000",1.39
"20170407_50,001-100,000",8,"661,000",1.84
"20170407_100,001-200,000",0,0,0.00
"20170407_200,001-400,000",1,"280,000",0.78
"20170407_400,001-600,000",2,"1,000,000",2.79
"20170407_600,001-800,000",1,"602,000",1.68
"20170407_800,001-1,000,000",1,"1,000,000",2.79
"20170407_1,000,001以上",10,"28,957,000",80.93
20170331_1-999,0,0,0.00
"20170331_1,000-5,000",729,"1,448,000",4.16
"20170331_5,001-10,000",89,"747,000",2.14
"20170331_10,001-15,000",7,"92,000",0.26
"20170331_15,001-20,000",15,"300,000",0.86
"20170331_20,001-30,000",7,"192,000",0.55
"20170331_30,001-40,000",2,"71,000",0.20
"20170331_40,001-50,000",10,"500,000",1.43
"20170331_50,001-100,000",6,"487,000",1.40
"20170331_100,001-200,000",0,0,0.00
"20170331_200,001-400,000",0,0,0.00
"20170331_400,001-600,000",3,"1,500,000",4.31
"20170331_600,001-800,000",0,0,0.00
"20170331_800,001-1,000,000",2,"2,000,000",5.75
"20170331_1,000,001以上",9,"27,439,000",78.90
