date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",217,"294,000",3.72
"20170609_5,001-10,000",3,"27,000",0.34
"20170609_10,001-15,000",3,"45,000",0.57
"20170609_15,001-20,000",2,"40,000",0.50
"20170609_20,001-30,000",2,"55,000",0.69
"20170609_30,001-40,000",0,0,0.00
"20170609_40,001-50,000",0,0,0.00
"20170609_50,001-100,000",1,"100,000",1.26
"20170609_100,001-200,000",1,"153,000",1.93
"20170609_200,001-400,000",0,0,0.00
"20170609_400,001-600,000",0,0,0.00
"20170609_600,001-800,000",0,0,0.00
"20170609_800,001-1,000,000",1,"801,000",10.15
"20170609_1,000,001以上",4,"6,374,000",80.79
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",224,"298,000",3.77
"20170603_5,001-10,000",4,"35,000",0.44
"20170603_10,001-15,000",3,"45,000",0.57
"20170603_15,001-20,000",1,"20,000",0.25
"20170603_20,001-30,000",3,"75,000",0.95
"20170603_30,001-40,000",0,0,0.00
"20170603_40,001-50,000",0,0,0.00
"20170603_50,001-100,000",2,"153,000",1.93
"20170603_100,001-200,000",1,"153,000",1.93
"20170603_200,001-400,000",0,0,0.00
"20170603_400,001-600,000",0,0,0.00
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",1,"801,000",10.15
"20170603_1,000,001以上",4,"6,309,000",79.97
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",230,"306,000",3.87
"20170526_5,001-10,000",3,"28,000",0.35
"20170526_10,001-15,000",4,"56,000",0.70
"20170526_15,001-20,000",1,"20,000",0.25
"20170526_20,001-30,000",3,"75,000",0.95
"20170526_30,001-40,000",0,0,0.00
"20170526_40,001-50,000",0,0,0.00
"20170526_50,001-100,000",1,"100,000",1.26
"20170526_100,001-200,000",0,0,0.00
"20170526_200,001-400,000",0,0,0.00
"20170526_400,001-600,000",0,0,0.00
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",1,"801,000",10.15
"20170526_1,000,001以上",4,"6,503,000",82.43
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",233,"308,000",3.90
"20170519_5,001-10,000",5,"46,000",0.58
"20170519_10,001-15,000",3,"41,000",0.51
"20170519_15,001-20,000",1,"20,000",0.25
"20170519_20,001-30,000",3,"75,000",0.95
"20170519_30,001-40,000",0,0,0.00
"20170519_40,001-50,000",0,0,0.00
"20170519_50,001-100,000",1,"100,000",1.26
"20170519_100,001-200,000",0,0,0.00
"20170519_200,001-400,000",0,0,0.00
"20170519_400,001-600,000",0,0,0.00
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",1,"801,000",10.15
"20170519_1,000,001以上",4,"6,498,000",82.36
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",247,"332,000",3.73
"20170512_5,001-10,000",4,"38,000",0.42
"20170512_10,001-15,000",3,"41,000",0.46
"20170512_15,001-20,000",1,"20,000",0.22
"20170512_20,001-30,000",3,"72,000",0.80
"20170512_30,001-40,000",0,0,0.00
"20170512_40,001-50,000",0,0,0.00
"20170512_50,001-100,000",1,"100,000",1.12
"20170512_100,001-200,000",0,0,0.00
"20170512_200,001-400,000",0,0,0.00
"20170512_400,001-600,000",1,"512,000",5.75
"20170512_600,001-800,000",0,0,0.00
"20170512_800,001-1,000,000",1,"801,000",9.01
"20170512_1,000,001以上",4,"6,973,000",78.44
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",289,"386,000",4.34
"20170505_5,001-10,000",6,"58,000",0.65
"20170505_10,001-15,000",2,"30,000",0.33
"20170505_15,001-20,000",3,"57,000",0.64
"20170505_20,001-30,000",2,"55,000",0.61
"20170505_30,001-40,000",0,0,0.00
"20170505_40,001-50,000",0,0,0.00
"20170505_50,001-100,000",2,"160,000",1.79
"20170505_100,001-200,000",0,0,0.00
"20170505_200,001-400,000",0,0,0.00
"20170505_400,001-600,000",2,"1,012,000",11.38
"20170505_600,001-800,000",0,0,0.00
"20170505_800,001-1,000,000",1,"801,000",9.01
"20170505_1,000,001以上",4,"6,330,000",71.21
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",324,"422,000",4.74
"20170428_5,001-10,000",6,"58,000",0.65
"20170428_10,001-15,000",2,"30,000",0.33
"20170428_15,001-20,000",2,"40,000",0.44
"20170428_20,001-30,000",3,"77,000",0.86
"20170428_30,001-40,000",0,0,0.00
"20170428_40,001-50,000",0,0,0.00
"20170428_50,001-100,000",1,"100,000",1.12
"20170428_100,001-200,000",0,0,0.00
"20170428_200,001-400,000",1,"310,000",3.48
"20170428_400,001-600,000",2,"1,012,000",11.38
"20170428_600,001-800,000",0,0,0.00
"20170428_800,001-1,000,000",2,"1,681,000",18.91
"20170428_1,000,001以上",4,"5,159,000",58.03
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",429,"547,000",5.26
"20170421_5,001-10,000",6,"58,000",0.55
"20170421_10,001-15,000",2,"30,000",0.28
"20170421_15,001-20,000",4,"77,000",0.74
