date_level,population,stock number,total portion
20170609_1-999,4,"2,000",0.00
"20170609_1,000-5,000",554,"1,358,000",2.47
"20170609_5,001-10,000",171,"1,440,000",2.62
"20170609_10,001-15,000",63,"821,000",1.49
"20170609_15,001-20,000",52,"986,000",1.79
"20170609_20,001-30,000",60,"1,598,000",2.90
"20170609_30,001-40,000",32,"1,192,000",2.16
"20170609_40,001-50,000",23,"1,116,000",2.03
"20170609_50,001-100,000",37,"2,748,000",5.00
"20170609_100,001-200,000",22,"3,123,000",5.68
"20170609_200,001-400,000",12,"3,298,000",6.00
"20170609_400,001-600,000",3,"1,393,000",2.53
"20170609_600,001-800,000",3,"2,188,000",3.98
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",6,"33,695,000",61.31
20170603_1-999,3,"1,050",0.00
"20170603_1,000-5,000",506,"1,213,000",2.14
"20170603_5,001-10,000",163,"1,362,000",2.41
"20170603_10,001-15,000",60,"786,950",1.39
"20170603_15,001-20,000",62,"1,186,000",2.10
"20170603_20,001-30,000",55,"1,443,000",2.55
"20170603_30,001-40,000",31,"1,129,000",1.99
"20170603_40,001-50,000",26,"1,243,000",2.20
"20170603_50,001-100,000",37,"2,853,000",5.05
"20170603_100,001-200,000",22,"3,124,000",5.53
"20170603_200,001-400,000",11,"3,063,000",5.42
"20170603_400,001-600,000",5,"2,468,000",4.37
"20170603_600,001-800,000",2,"1,551,000",2.74
"20170603_800,001-1,000,000",2,"1,853,000",3.28
"20170603_1,000,001以上",4,"33,182,000",58.77
20170526_1-999,2,"1,000",0.00
"20170526_1,000-5,000",478,"1,198,000",2.06
"20170526_5,001-10,000",155,"1,343,000",2.31
"20170526_10,001-15,000",57,"735,000",1.26
"20170526_15,001-20,000",58,"1,111,000",1.91
"20170526_20,001-30,000",51,"1,351,000",2.33
"20170526_30,001-40,000",42,"1,541,000",2.65
"20170526_40,001-50,000",22,"1,057,000",1.82
"20170526_50,001-100,000",37,"2,866,000",4.94
"20170526_100,001-200,000",19,"2,694,000",4.64
"20170526_200,001-400,000",13,"3,697,000",6.37
"20170526_400,001-600,000",4,"2,008,000",3.46
"20170526_600,001-800,000",1,"777,000",1.34
"20170526_800,001-1,000,000",2,"1,881,000",3.24
"20170526_1,000,001以上",5,"35,698,000",61.59
20170519_1-999,2,"1,000",0.00
"20170519_1,000-5,000",518,"1,342,000",2.27
"20170519_5,001-10,000",185,"1,558,000",2.64
"20170519_10,001-15,000",68,"882,000",1.49
"20170519_15,001-20,000",76,"1,439,000",2.44
"20170519_20,001-30,000",66,"1,742,000",2.95
"20170519_30,001-40,000",41,"1,507,000",2.55
"20170519_40,001-50,000",23,"1,102,000",1.86
"20170519_50,001-100,000",40,"3,050,000",5.17
"20170519_100,001-200,000",23,"3,328,000",5.64
"20170519_200,001-400,000",14,"3,931,000",6.66
"20170519_400,001-600,000",6,"2,998,000",5.08
"20170519_600,001-800,000",2,"1,508,000",2.55
"20170519_800,001-1,000,000",1,"970,000",1.64
"20170519_1,000,001以上",5,"33,600,000",56.98
20170512_1-999,2,"1,000",0.00
"20170512_1,000-5,000",487,"1,242,000",2.10
"20170512_5,001-10,000",203,"1,702,000",2.88
"20170512_10,001-15,000",66,"850,000",1.44
"20170512_15,001-20,000",85,"1,615,000",2.73
"20170512_20,001-30,000",62,"1,593,000",2.70
"20170512_30,001-40,000",44,"1,617,000",2.74
"20170512_40,001-50,000",28,"1,332,000",2.25
"20170512_50,001-100,000",46,"3,503,000",5.94
"20170512_100,001-200,000",19,"2,819,000",4.78
"20170512_200,001-400,000",12,"3,422,000",5.80
"20170512_400,001-600,000",5,"2,425,000",4.11
"20170512_600,001-800,000",1,"774,000",1.31
"20170512_800,001-1,000,000",2,"1,843,000",3.12
"20170512_1,000,001以上",5,"34,220,000",58.04
20170505_1-999,2,"1,000",0.00
"20170505_1,000-5,000",524,"1,351,000",2.29
"20170505_5,001-10,000",197,"1,674,000",2.83
"20170505_10,001-15,000",71,"917,000",1.55
"20170505_15,001-20,000",89,"1,702,000",2.88
"20170505_20,001-30,000",65,"1,708,000",2.89
"20170505_30,001-40,000",42,"1,533,000",2.60
"20170505_40,001-50,000",29,"1,366,000",2.31
"20170505_50,001-100,000",48,"3,480,000",5.90
"20170505_100,001-200,000",22,"3,174,000",5.38
"20170505_200,001-400,000",13,"3,559,000",6.03
"20170505_400,001-600,000",5,"2,468,000",4.18
"20170505_600,001-800,000",0,0,0.00
"20170505_800,001-1,000,000",2,"1,851,000",3.13
"20170505_1,000,001以上",5,"34,174,000",57.96
20170428_1-999,2,"1,000",0.00
"20170428_1,000-5,000",533,"1,377,000",2.33
"20170428_5,001-10,000",188,"1,593,000",2.70
"20170428_10,001-15,000",68,"879,000",1.49
"20170428_15,001-20,000",88,"1,683,000",2.85
"20170428_20,001-30,000",66,"1,720,000",2.91
"20170428_30,001-40,000",41,"1,503,000",2.54
"20170428_40,001-50,000",27,"1,287,000",2.18
"20170428_50,001-100,000",45,"3,232,000",5.48
"20170428_100,001-200,000",22,"3,200,000",5.42
"20170428_200,001-400,000",11,"2,828,000",4.79
"20170428_400,001-600,000",5,"2,553,000",4.33
"20170428_600,001-800,000",1,"694,000",1.17
"20170428_800,001-1,000,000",2,"1,926,000",3.26
"20170428_1,000,001以上",5,"34,482,000",58.48
20170421_1-999,2,"1,000",0.00
"20170421_1,000-5,000",538,"1,388,000",2.35
"20170421_5,001-10,000",203,"1,715,000",2.90
"20170421_10,001-15,000",71,"909,000",1.54
"20170421_15,001-20,000",93,"1,782,000",3.02
"20170421_20,001-30,000",62,"1,608,000",2.72
"20170421_30,001-40,000",46,"1,670,000",2.83
"20170421_40,001-50,000",26,"1,246,000",2.11
"20170421_50,001-100,000",48,"3,398,000",5.76
"20170421_100,001-200,000",24,"3,417,000",5.79
"20170421_200,001-400,000",11,"2,906,000",4.92
"20170421_400,001-600,000",4,"1,981,000",3.36
"20170421_600,001-800,000",1,"608,000",1.03
"20170421_800,001-1,000,000",4,"3,638,000",6.17
"20170421_1,000,001以上",4,"32,691,000",55.44
20170414_1-999,2,"1,000",0.00
"20170414_1,000-5,000",536,"1,375,000",2.33
"20170414_5,001-10,000",192,"1,645,000",2.79
"20170414_10,001-15,000",71,"917,000",1.55
"20170414_15,001-20,000",92,"1,765,000",2.99
"20170414_20,001-30,000",59,"1,533,000",2.60
"20170414_30,001-40,000",39,"1,408,000",2.38
"20170414_40,001-50,000",30,"1,439,000",2.44
"20170414_50,001-100,000",42,"3,002,000",5.09
"20170414_100,001-200,000",28,"3,998,000",6.78
"20170414_200,001-400,000",11,"2,993,000",5.07
"20170414_400,001-600,000",5,"2,616,000",4.43
"20170414_600,001-800,000",1,"634,000",1.07
"20170414_800,001-1,000,000",3,"2,800,000",4.74
"20170414_1,000,001以上",4,"32,832,000",55.68
20170407_1-999,2,"1,000",0.00
"20170407_1,000-5,000",532,"1,373,000",2.32
"20170407_5,001-10,000",197,"1,679,000",2.84
"20170407_10,001-15,000",72,"933,000",1.58
"20170407_15,001-20,000",91,"1,748,000",2.96
"20170407_20,001-30,000",58,"1,502,000",2.54
"20170407_30,001-40,000",39,"1,404,000",2.38
"20170407_40,001-50,000",30,"1,424,000",2.41
"20170407_50,001-100,000",43,"3,114,000",5.28
"20170407_100,001-200,000",28,"4,044,000",6.85
"20170407_200,001-400,000",7,"1,977,000",3.35
"20170407_400,001-600,000",8,"4,266,000",7.23
"20170407_600,001-800,000",1,"739,000",1.25
"20170407_800,001-1,000,000",0,0,0.00
"20170407_1,000,001以上",6,"34,754,000",58.94
20170331_1-999,2,"1,000",0.00
"20170331_1,000-5,000",547,"1,397,000",2.36
"20170331_5,001-10,000",199,"1,693,000",2.87
"20170331_10,001-15,000",75,"968,000",1.64
"20170331_15,001-20,000",92,"1,763,000",2.99
"20170331_20,001-30,000",71,"1,839,000",3.11
"20170331_30,001-40,000",38,"1,378,000",2.33
"20170331_40,001-50,000",34,"1,616,000",2.74
"20170331_50,001-100,000",42,"3,060,000",5.19
"20170331_100,001-200,000",27,"4,001,000",6.78
"20170331_200,001-400,000",9,"2,555,000",4.33
"20170331_400,001-600,000",6,"2,980,000",5.05
"20170331_600,001-800,000",1,"790,000",1.33
"20170331_800,001-1,000,000",1,"851,000",1.44
"20170331_1,000,001以上",6,"34,066,000",57.78
20170324_1-999,2,"1,000",0.00
"20170324_1,000-5,000",526,"1,321,000",2.29
"20170324_5,001-10,000",205,"1,726,000",3.00
"20170324_10,001-15,000",80,"1,051,000",1.82
"20170324_15,001-20,000",85,"1,639,000",2.85
"20170324_20,001-30,000",62,"1,592,000",2.77
"20170324_30,001-40,000",35,"1,266,000",2.20
"20170324_40,001-50,000",33,"1,561,000",2.71
"20170324_50,001-100,000",45,"3,361,000",5.84
"20170324_100,001-200,000",27,"4,029,000",7.01
"20170324_200,001-400,000",9,"2,444,000",4.25
"20170324_400,001-600,000",4,"2,047,000",3.56
"20170324_600,001-800,000",1,"710,000",1.23
"20170324_800,001-1,000,000",1,"883,000",1.53
"20170324_1,000,001以上",6,"33,827,000",58.87
20170317_1-999,2,"1,000",0.00
"20170317_1,000-5,000",547,"1,378,000",2.39
"20170317_5,001-10,000",200,"1,700,000",2.95
"20170317_10,001-15,000",71,"922,000",1.60
"20170317_15,001-20,000",82,"1,572,000",2.73
"20170317_20,001-30,000",59,"1,515,000",2.63
"20170317_30,001-40,000",40,"1,439,000",2.50
"20170317_40,001-50,000",32,"1,522,000",2.64
"20170317_50,001-100,000",40,"3,005,000",5.22
"20170317_100,001-200,000",27,"4,034,000",7.02
"20170317_200,001-400,000",9,"2,516,000",4.37
"20170317_400,001-600,000",4,"2,108,000",3.66
"20170317_600,001-800,000",1,"679,000",1.18
"20170317_800,001-1,000,000",1,"843,000",1.46
"20170317_1,000,001以上",6,"34,224,000",59.56
20170310_1-999,2,"1,000",0.00
"20170310_1,000-5,000",532,"1,353,000",2.35
"20170310_5,001-10,000",213,"1,792,000",3.11
"20170310_10,001-15,000",78,"1,017,000",1.76
"20170310_15,001-20,000",79,"1,519,000",2.64
"20170310_20,001-30,000",66,"1,680,000",2.92
"20170310_30,001-40,000",40,"1,436,000",2.49
"20170310_40,001-50,000",30,"1,428,000",2.48
"20170310_50,001-100,000",43,"3,249,000",5.65
"20170310_100,001-200,000",28,"4,267,000",7.42
"20170310_200,001-400,000",8,"2,223,000",3.86
"20170310_400,001-600,000",3,"1,523,000",2.65
"20170310_600,001-800,000",2,"1,417,000",2.46
"20170310_800,001-1,000,000",2,"1,783,000",3.10
"20170310_1,000,001以上",5,"32,770,000",57.03
20170303_1-999,2,"1,000",0.00
"20170303_1,000-5,000",534,"1,348,000",2.45
"20170303_5,001-10,000",200,"1,690,000",3.07
