date_level,population,stock number,total portion
20170609_1-999,31,"2,433",0.01
"20170609_1,000-5,000",430,"895,446",3.79
"20170609_5,001-10,000",95,"811,000",3.43
"20170609_10,001-15,000",26,"350,000",1.48
"20170609_15,001-20,000",25,"467,000",1.98
"20170609_20,001-30,000",33,"888,121",3.76
"20170609_30,001-40,000",12,"442,000",1.87
"20170609_40,001-50,000",9,"430,000",1.82
"20170609_50,001-100,000",20,"1,394,000",5.91
"20170609_100,001-200,000",7,"931,000",3.94
"20170609_200,001-400,000",4,"1,158,000",4.91
"20170609_400,001-600,000",0,0,0.00
"20170609_600,001-800,000",4,"2,828,000",11.99
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",6,"12,987,000",55.06
20170603_1-999,31,"2,548",0.01
"20170603_1,000-5,000",443,"923,706",3.68
"20170603_5,001-10,000",100,"858,400",3.42
"20170603_10,001-15,000",29,"390,000",1.55
"20170603_15,001-20,000",25,"469,000",1.86
"20170603_20,001-30,000",31,"810,346",3.23
"20170603_30,001-40,000",10,"356,000",1.41
"20170603_40,001-50,000",9,"433,000",1.72
"20170603_50,001-100,000",20,"1,395,000",5.56
"20170603_100,001-200,000",6,"915,000",3.64
"20170603_200,001-400,000",8,"2,020,000",8.05
"20170603_400,001-600,000",0,0,0.00
"20170603_600,001-800,000",3,"2,157,000",8.59
"20170603_800,001-1,000,000",1,"905,000",3.60
"20170603_1,000,001以上",6,"13,613,000",54.26
20170603_差異數調整（說明4）, ,"-164,000",-0.65
20170526_1-999,32,"2,548",0.01
"20170526_1,000-5,000",459,"929,706",3.70
"20170526_5,001-10,000",99,"858,000",3.42
"20170526_10,001-15,000",28,"366,000",1.45
"20170526_15,001-20,000",26,"489,400",1.95
"20170526_20,001-30,000",28,"737,346",2.93
"20170526_30,001-40,000",13,"454,000",1.80
"20170526_40,001-50,000",8,"381,000",1.51
"20170526_50,001-100,000",18,"1,188,000",4.73
"20170526_100,001-200,000",6,"836,000",3.33
"20170526_200,001-400,000",6,"1,581,000",6.30
"20170526_400,001-600,000",1,"595,000",2.37
"20170526_600,001-800,000",4,"2,803,000",11.17
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",6,"13,863,000",55.26
20170519_1-999,34,"2,894",0.01
"20170519_1,000-5,000",509,"1,032,706",4.03
"20170519_5,001-10,000",112,"939,000",3.67
"20170519_10,001-15,000",30,"396,000",1.54
"20170519_15,001-20,000",38,"720,400",2.81
"20170519_20,001-30,000",21,"569,000",2.22
"20170519_30,001-40,000",10,"373,000",1.45
"20170519_40,001-50,000",5,"240,000",0.93
"20170519_50,001-100,000",23,"1,587,000",6.20
"20170519_100,001-200,000",7,"926,000",3.61
"20170519_200,001-400,000",9,"2,410,000",9.41
"20170519_400,001-600,000",3,"1,437,000",5.61
"20170519_600,001-800,000",3,"2,057,000",8.04
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",6,"12,894,000",50.39
20170512_1-999,33,"2,856",0.01
