date_level,population,stock number,total portion
20170609_1-999,2,"1,000",0.00
"20170609_1,000-5,000",224,"559,000",4.27
"20170609_5,001-10,000",85,"695,000",5.31
"20170609_10,001-15,000",21,"268,000",2.04
"20170609_15,001-20,000",15,"283,000",2.16
"20170609_20,001-30,000",18,"480,000",3.66
"20170609_30,001-40,000",13,"476,000",3.63
"20170609_40,001-50,000",4,"194,000",1.48
"20170609_50,001-100,000",16,"1,137,000",8.69
"20170609_100,001-200,000",6,"901,000",6.88
"20170609_200,001-400,000",3,"769,000",5.87
"20170609_400,001-600,000",3,"1,609,000",12.30
"20170609_600,001-800,000",0,0,0.00
"20170609_800,001-1,000,000",2,"1,751,000",13.38
"20170609_1,000,001以上",2,"3,957,000",30.25
20170603_1-999,2,"1,000",0.00
"20170603_1,000-5,000",225,"562,000",4.29
"20170603_5,001-10,000",85,"696,000",5.32
"20170603_10,001-15,000",19,"243,000",1.85
"20170603_15,001-20,000",21,"388,000",2.96
"20170603_20,001-30,000",19,"505,000",3.86
"20170603_30,001-40,000",11,"413,000",3.15
"20170603_40,001-50,000",4,"195,000",1.49
"20170603_50,001-100,000",15,"1,004,000",7.67
"20170603_100,001-200,000",6,"841,000",6.42
"20170603_200,001-400,000",4,"1,048,000",8.01
"20170603_400,001-600,000",3,"1,601,000",12.24
"20170603_600,001-800,000",2,"1,541,000",11.78
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",2,"4,042,000",30.90
20170526_1-999,2,"1,000",0.00
"20170526_1,000-5,000",234,"597,000",4.56
"20170526_5,001-10,000",78,"647,000",4.94
"20170526_10,001-15,000",21,"269,000",2.05
"20170526_15,001-20,000",21,"396,000",3.02
"20170526_20,001-30,000",18,"484,000",3.70
"20170526_30,001-40,000",9,"341,000",2.60
"20170526_40,001-50,000",4,"195,000",1.49
"20170526_50,001-100,000",16,"1,079,000",8.24
"20170526_100,001-200,000",6,"846,000",6.46
"20170526_200,001-400,000",5,"1,382,000",10.56
"20170526_400,001-600,000",4,"2,258,000",17.26
"20170526_600,001-800,000",0,0,0.00
