date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",73,"178,000",2.41
"20170609_5,001-10,000",21,"164,000",2.22
"20170609_10,001-15,000",8,"108,000",1.46
"20170609_15,001-20,000",11,"204,000",2.77
"20170609_20,001-30,000",5,"142,000",1.93
"20170609_30,001-40,000",1,"33,000",0.44
"20170609_40,001-50,000",0,0,0.00
"20170609_50,001-100,000",3,"242,000",3.28
"20170609_100,001-200,000",1,"200,000",2.71
"20170609_200,001-400,000",1,"215,000",2.92
"20170609_400,001-600,000",1,"588,000",7.99
"20170609_600,001-800,000",1,"700,000",9.51
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",3,"4,583,000",62.29
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",73,"181,000",2.46
"20170603_5,001-10,000",20,"156,000",2.12
"20170603_10,001-15,000",8,"108,000",1.46
"20170603_15,001-20,000",10,"188,000",2.55
"20170603_20,001-30,000",5,"142,000",1.93
"20170603_30,001-40,000",1,"38,000",0.51
"20170603_40,001-50,000",0,0,0.00
"20170603_50,001-100,000",2,"165,000",2.24
"20170603_100,001-200,000",2,"310,000",4.21
"20170603_200,001-400,000",1,"215,000",2.92
"20170603_400,001-600,000",1,"588,000",7.99
"20170603_600,001-800,000",1,"703,000",9.55
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",3,"4,563,000",62.02
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",73,"188,000",2.55
"20170526_5,001-10,000",18,"143,000",1.94
"20170526_10,001-15,000",8,"106,000",1.44
"20170526_15,001-20,000",10,"186,000",2.52
"20170526_20,001-30,000",5,"141,000",1.91
"20170526_30,001-40,000",0,0,0.00
"20170526_40,001-50,000",1,"47,000",0.63
"20170526_50,001-100,000",2,"160,000",2.17
"20170526_100,001-200,000",1,"190,000",2.58
"20170526_200,001-400,000",1,"225,000",3.05
"20170526_400,001-600,000",1,"588,000",7.99
"20170526_600,001-800,000",1,"685,000",9.31
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",3,"4,698,000",63.85
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",68,"164,000",2.22
"20170519_5,001-10,000",17,"138,000",1.87
"20170519_10,001-15,000",8,"106,000",1.44
"20170519_15,001-20,000",10,"188,000",2.55
"20170519_20,001-30,000",3,"79,000",1.07
"20170519_30,001-40,000",1,"34,000",0.46
"20170519_40,001-50,000",1,"50,000",0.67
"20170519_50,001-100,000",1,"100,000",1.35
"20170519_100,001-200,000",1,"160,000",2.17
"20170519_200,001-400,000",2,"529,000",7.19
"20170519_400,001-600,000",1,"590,000",8.01
"20170519_600,001-800,000",1,"663,000",9.01
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",3,"4,556,000",61.92
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",66,"158,000",2.01
"20170512_5,001-10,000",21,"165,000",2.10
"20170512_10,001-15,000",8,"109,000",1.38
"20170512_15,001-20,000",10,"190,000",2.41
"20170512_20,001-30,000",2,"58,000",0.73
"20170512_30,001-40,000",1,"34,000",0.43
"20170512_40,001-50,000",2,"100,000",1.27
"20170512_50,001-100,000",1,"100,000",1.27
"20170512_100,001-200,000",1,"140,000",1.78
"20170512_200,001-400,000",3,"1,030,000",13.10
"20170512_400,001-600,000",1,"592,000",7.53
"20170512_600,001-800,000",1,"656,000",8.34
"20170512_800,001-1,000,000",1,"909,000",11.56
"20170512_1,000,001以上",2,"3,616,000",46.02
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",72,"170,000",2.03
"20170505_5,001-10,000",22,"183,000",2.18
"20170505_10,001-15,000",8,"107,000",1.28
"20170505_15,001-20,000",9,"170,000",2.03
"20170505_20,001-30,000",3,"79,000",0.94
"20170505_30,001-40,000",1,"34,000",0.40
"20170505_40,001-50,000",1,"50,000",0.59
"20170505_50,001-100,000",1,"100,000",1.19
"20170505_100,001-200,000",1,"145,000",1.73
"20170505_200,001-400,000",2,"615,000",7.35
"20170505_400,001-600,000",2,"1,134,000",13.56
"20170505_600,001-800,000",2,"1,226,000",14.67
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",2,"4,344,000",51.98
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",73,"175,000",2.09
"20170428_5,001-10,000",21,"177,000",2.11
"20170428_10,001-15,000",8,"107,000",1.28
"20170428_15,001-20,000",9,"170,000",2.03
"20170428_20,001-30,000",4,"110,000",1.31
"20170428_30,001-40,000",1,"34,000",0.40
"20170428_40,001-50,000",1,"50,000",0.59
"20170428_50,001-100,000",1,"100,000",1.19
"20170428_100,001-200,000",1,"135,000",1.61
"20170428_200,001-400,000",2,"662,000",7.92
"20170428_400,001-600,000",4,"2,231,000",26.69
"20170428_600,001-800,000",0,0,0.00
"20170428_800,001-1,000,000",0,0,0.00
"20170428_1,000,001以上",2,"4,406,000",52.72
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",72,"172,000",1.94
"20170421_5,001-10,000",20,"171,000",1.93
"20170421_10,001-15,000",8,"107,000",1.20
"20170421_15,001-20,000",9,"170,000",1.91
"20170421_20,001-30,000",3,"79,000",0.89
"20170421_30,001-40,000",1,"34,000",0.38
"20170421_40,001-50,000",1,"50,000",0.56
"20170421_50,001-100,000",1,"100,000",1.12
"20170421_100,001-200,000",1,"135,000",1.52
"20170421_200,001-400,000",3,"901,000",10.17
"20170421_400,001-600,000",3,"1,639,000",18.50
"20170421_600,001-800,000",1,"604,000",6.81
"20170421_800,001-1,000,000",1,"1,000,000",11.29
"20170421_1,000,001以上",2,"3,695,000",41.71
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",75,"183,000",2.06
"20170414_5,001-10,000",21,"177,000",1.99
"20170414_10,001-15,000",8,"106,000",1.19
