date_level,population,stock number,total portion
20170609_1-999,13,"1,459",0.00
"20170609_1,000-5,000",309,"646,491",3.93
"20170609_5,001-10,000",72,"623,000",3.79
"20170609_10,001-15,000",34,"459,050",2.79
"20170609_15,001-20,000",20,"389,000",2.36
"20170609_20,001-30,000",28,"737,000",4.48
"20170609_30,001-40,000",9,"322,000",1.96
"20170609_40,001-50,000",5,"232,000",1.41
"20170609_50,001-100,000",13,"1,006,000",6.12
"20170609_100,001-200,000",6,"974,000",5.93
"20170609_200,001-400,000",5,"1,378,000",8.39
"20170609_400,001-600,000",1,"482,000",2.93
"20170609_600,001-800,000",1,"784,000",4.77
"20170609_800,001-1,000,000",1,"968,000",5.89
"20170609_1,000,001以上",3,"7,417,000",45.17
20170603_1-999,13,"1,459",0.00
"20170603_1,000-5,000",297,"617,491",3.54
"20170603_5,001-10,000",72,"638,000",3.66
"20170603_10,001-15,000",32,"422,050",2.42
"20170603_15,001-20,000",24,"471,000",2.70
"20170603_20,001-30,000",24,"624,000",3.58
"20170603_30,001-40,000",9,"319,000",1.83
"20170603_40,001-50,000",6,"296,000",1.69
"20170603_50,001-100,000",14,"1,023,000",5.87
"20170603_100,001-200,000",6,"939,000",5.39
"20170603_200,001-400,000",6,"1,767,000",10.14
"20170603_400,001-600,000",0,0,0.00
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",5,"10,308,000",59.17
20170603_差異數調整（說明4）, ,"-7,000",-0.04
20170526_1-999,13,"1,459",0.00
"20170526_1,000-5,000",293,"640,491",3.67
"20170526_5,001-10,000",76,"672,000",3.85
"20170526_10,001-15,000",27,"366,050",2.10
"20170526_15,001-20,000",24,"462,000",2.65
"20170526_20,001-30,000",26,"673,000",3.86
"20170526_30,001-40,000",11,"392,000",2.25
"20170526_40,001-50,000",5,"241,000",1.38
"20170526_50,001-100,000",15,"1,183,000",6.79
"20170526_100,001-200,000",5,"906,000",5.20
"20170526_200,001-400,000",6,"1,725,000",9.90
"20170526_400,001-600,000",0,0,0.00
"20170526_600,001-800,000",2,"1,454,000",8.34
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",4,"8,704,000",49.96
20170526_差異數調整（說明4）, ,"-1,000",-0.00
20170519_1-999,13,"1,459",0.00
"20170519_1,000-5,000",324,"707,491",3.84
"20170519_5,001-10,000",76,"663,000",3.59
"20170519_10,001-15,000",32,"430,050",2.33
"20170519_15,001-20,000",24,"456,000",2.47
"20170519_20,001-30,000",29,"757,000",4.10
"20170519_30,001-40,000",12,"422,000",2.29
"20170519_40,001-50,000",7,"320,000",1.73
"20170519_50,001-100,000",14,"1,129,000",6.12
"20170519_100,001-200,000",6,"1,004,000",5.45
"20170519_200,001-400,000",6,"1,760,000",9.55
"20170519_400,001-600,000",1,"550,000",2.98
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",2,"1,950,000",10.58
"20170519_1,000,001以上",4,"8,269,000",44.89
20170512_1-999,13,"1,459",0.00
"20170512_1,000-5,000",283,"615,491",3.08
"20170512_5,001-10,000",65,"567,000",2.84
"20170512_10,001-15,000",29,"392,050",1.96
"20170512_15,001-20,000",25,"478,000",2.39
"20170512_20,001-30,000",28,"722,000",3.62
"20170512_30,001-40,000",5,"178,000",0.89
"20170512_40,001-50,000",8,"384,000",1.92
"20170512_50,001-100,000",15,"1,135,000",5.69
"20170512_100,001-200,000",5,"748,000",3.75
"20170512_200,001-400,000",5,"1,415,000",7.10
"20170512_400,001-600,000",1,"584,000",2.93
"20170512_600,001-800,000",2,"1,506,000",7.56
"20170512_800,001-1,000,000",1,"826,000",4.14
"20170512_1,000,001以上",4,"10,367,000",52.04
20170505_1-999,13,"1,459",0.00
"20170505_1,000-5,000",373,"837,491",3.50
"20170505_5,001-10,000",87,"756,000",3.16
"20170505_10,001-15,000",33,"446,050",1.86
"20170505_15,001-20,000",33,"619,000",2.58
"20170505_20,001-30,000",21,"538,000",2.24
"20170505_30,001-40,000",16,"574,000",2.39
"20170505_40,001-50,000",11,"523,000",2.18
"20170505_50,001-100,000",14,"1,107,000",4.62
"20170505_100,001-200,000",7,"971,000",4.05
"20170505_200,001-400,000",6,"1,743,000",7.28
"20170505_400,001-600,000",2,"923,000",3.85
"20170505_600,001-800,000",1,"655,000",2.73
"20170505_800,001-1,000,000",3,"2,898,000",12.11
"20170505_1,000,001以上",3,"11,327,000",47.35
20170428_1-999,13,"1,459",0.00
"20170428_1,000-5,000",435,"987,491",3.80
"20170428_5,001-10,000",110,"963,000",3.71
"20170428_10,001-15,000",44,"596,050",2.29
"20170428_15,001-20,000",36,"677,000",2.61
"20170428_20,001-30,000",27,"701,000",2.70
"20170428_30,001-40,000",17,"602,000",2.32
"20170428_40,001-50,000",14,"664,000",2.56
"20170428_50,001-100,000",15,"1,206,000",4.65
"20170428_100,001-200,000",12,"1,692,000",6.52
"20170428_200,001-400,000",7,"2,251,000",8.68
"20170428_400,001-600,000",2,"1,000,000",3.85
"20170428_600,001-800,000",1,"698,000",2.69
"20170428_800,001-1,000,000",2,"1,820,000",7.02
"20170428_1,000,001以上",5,"12,092,000",46.65
20170428_差異數調整（說明4）, ,"-32,000",-0.12
20170421_1-999,13,"1,459",0.00
"20170421_1,000-5,000",642,"1,554,441",5.28
"20170421_5,001-10,000",205,"1,753,050",5.95
"20170421_10,001-15,000",87,"1,179,050",4.00
"20170421_15,001-20,000",55,"1,057,000",3.59
"20170421_20,001-30,000",51,"1,327,000",4.51
"20170421_30,001-40,000",34,"1,213,000",4.12
"20170421_40,001-50,000",22,"1,039,000",3.53
"20170421_50,001-100,000",42,"3,029,000",10.29
"20170421_100,001-200,000",19,"2,556,000",8.68
"20170421_200,001-400,000",16,"4,914,000",16.70
"20170421_400,001-600,000",1,"500,000",1.69
"20170421_600,001-800,000",2,"1,363,000",4.63
"20170421_800,001-1,000,000",0,0,0.00
"20170421_1,000,001以上",5,"7,933,000",26.96
20170414_1-999,13,"1,459",0.00
"20170414_1,000-5,000",623,"1,499,441",5.57
"20170414_5,001-10,000",203,"1,698,050",6.30
"20170414_10,001-15,000",77,"1,046,050",3.88
"20170414_15,001-20,000",56,"1,077,000",4.00
"20170414_20,001-30,000",55,"1,441,000",5.35
"20170414_30,001-40,000",32,"1,159,000",4.30
"20170414_40,001-50,000",23,"1,099,000",4.08
"20170414_50,001-100,000",45,"3,319,000",12.32
"20170414_100,001-200,000",19,"2,829,000",10.50
"20170414_200,001-400,000",16,"4,933,000",18.32
"20170414_400,001-600,000",0,0,0.00
"20170414_600,001-800,000",2,"1,327,000",4.92
"20170414_800,001-1,000,000",1,"867,000",3.22
"20170414_1,000,001以上",3,"4,623,000",17.17
20170407_1-999,12,"1,459",0.00
"20170407_1,000-5,000",553,"1,367,491",7.85
"20170407_5,001-10,000",165,"1,430,050",8.20
"20170407_10,001-15,000",63,"844,000",4.84
"20170407_15,001-20,000",48,"914,000",5.24
"20170407_20,001-30,000",47,"1,215,000",6.97
"20170407_30,001-40,000",27,"993,000",5.70
"20170407_40,001-50,000",14,"666,000",3.82
"20170407_50,001-100,000",35,"2,676,000",15.36
"20170407_100,001-200,000",13,"1,889,000",10.84
"20170407_200,001-400,000",10,"2,888,000",16.57
"20170407_400,001-600,000",0,0,0.00
"20170407_600,001-800,000",0,0,0.00
"20170407_800,001-1,000,000",1,"1,000,000",5.74
"20170407_1,000,001以上",1,"1,535,000",8.81
20170331_1-999,12,"1,459",0.00
"20170331_1,000-5,000",408,"925,491",5.31
"20170331_5,001-10,000",112,"959,050",5.50
"20170331_10,001-15,000",37,"501,000",2.87
"20170331_15,001-20,000",20,"379,000",2.17
"20170331_20,001-30,000",29,"751,000",4.31
"20170331_30,001-40,000",11,"394,000",2.26
"20170331_40,001-50,000",8,"395,000",2.26
"20170331_50,001-100,000",20,"1,504,000",8.63
"20170331_100,001-200,000",10,"1,357,000",7.79
"20170331_200,001-400,000",4,"1,113,000",6.38
"20170331_400,001-600,000",1,"534,000",3.06
"20170331_600,001-800,000",1,"634,000",3.63
"20170331_800,001-1,000,000",0,0,0.00
"20170331_1,000,001以上",4,"7,971,000",45.76
20170324_1-999,12,"1,459",0.00
"20170324_1,000-5,000",473,"1,077,491",6.01
"20170324_5,001-10,000",114,"975,050",5.44
"20170324_10,001-15,000",43,"576,000",3.21
"20170324_15,001-20,000",36,"690,000",3.85
"20170324_20,001-30,000",35,"921,000",5.13
"20170324_30,001-40,000",12,"429,000",2.39
"20170324_40,001-50,000",11,"545,000",3.04
"20170324_50,001-100,000",22,"1,664,000",9.28
"20170324_100,001-200,000",10,"1,415,000",7.89
"20170324_200,001-400,000",6,"1,745,000",9.73
"20170324_400,001-600,000",4,"2,134,000",11.90
"20170324_600,001-800,000",1,"755,000",4.21
"20170324_800,001-1,000,000",1,"873,000",4.87
"20170324_1,000,001以上",2,"4,118,000",22.98
20170317_1-999,12,"1,459",0.00
"20170317_1,000-5,000",354,"785,491",4.38
"20170317_5,001-10,000",95,"810,050",4.52
"20170317_10,001-15,000",35,"471,000",2.62
"20170317_15,001-20,000",21,"405,000",2.26
"20170317_20,001-30,000",25,"658,000",3.67
"20170317_30,001-40,000",13,"472,000",2.63
"20170317_40,001-50,000",10,"490,000",2.73
"20170317_50,001-100,000",19,"1,420,000",7.92
"20170317_100,001-200,000",6,"839,000",4.68
"20170317_200,001-400,000",5,"1,378,000",7.69
"20170317_400,001-600,000",1,"590,000",3.29
"20170317_600,001-800,000",1,"685,000",3.82
"20170317_800,001-1,000,000",0,0,0.00
"20170317_1,000,001以上",4,"8,914,000",49.74
20170310_1-999,12,"1,459",0.00
"20170310_1,000-5,000",426,"951,491",5.02
"20170310_5,001-10,000",101,"852,050",4.50
"20170310_10,001-15,000",33,"438,000",2.31
"20170310_15,001-20,000",26,"501,000",2.64
"20170310_20,001-30,000",31,"828,000",4.37
"20170310_30,001-40,000",13,"477,000",2.52
"20170310_40,001-50,000",12,"568,000",3.00
"20170310_50,001-100,000",19,"1,495,000",7.90
"20170310_100,001-200,000",10,"1,392,000",7.35
"20170310_200,001-400,000",7,"1,870,000",9.88
"20170310_400,001-600,000",0,0,0.00
"20170310_600,001-800,000",0,0,0.00
"20170310_800,001-1,000,000",1,"880,000",4.65
"20170310_1,000,001以上",4,"8,666,000",45.80
20170310_差異數調整（說明4）, ,"-1,000",-0.00
20170303_1-999,12,"1,459",0.00
"20170303_1,000-5,000",407,"905,491",4.66
"20170303_5,001-10,000",97,"813,050",4.18
"20170303_10,001-15,000",35,"471,000",2.42
"20170303_15,001-20,000",24,"462,000",2.37
"20170303_20,001-30,000",32,"838,000",4.31
"20170303_30,001-40,000",14,"501,000",2.57
"20170303_40,001-50,000",10,"470,000",2.42
"20170303_50,001-100,000",19,"1,440,000",7.41
"20170303_100,001-200,000",8,"1,070,000",5.51
"20170303_200,001-400,000",7,"1,943,000",10.00
"20170303_400,001-600,000",0,0,0.00
"20170303_600,001-800,000",1,"683,000",3.51
"20170303_800,001-1,000,000",0,0,0.00
"20170303_1,000,001以上",4,"9,869,000",50.82
20170303_差異數調整（說明4）, ,"-48,000",-0.24
20170224_1-999,12,"1,459",0.00
"20170224_1,000-5,000",430,"972,491",4.64
"20170224_5,001-10,000",103,"857,050",4.09
"20170224_10,001-15,000",37,"494,000",2.36
"20170224_15,001-20,000",33,"640,000",3.05
"20170224_20,001-30,000",36,"966,000",4.61
"20170224_30,001-40,000",15,"534,000",2.55
"20170224_40,001-50,000",12,"566,000",2.70
"20170224_50,001-100,000",20,"1,511,000",7.22
"20170224_100,001-200,000",9,"1,338,000",6.39
"20170224_200,001-400,000",5,"1,308,000",6.25
"20170224_400,001-600,000",2,"1,003,000",4.79
"20170224_600,001-800,000",0,0,0.00
"20170224_800,001-1,000,000",2,"1,763,000",8.42
"20170224_1,000,001以上",3,"8,965,000",42.85
20170218_1-999,12,"1,459",0.00
"20170218_1,000-5,000",466,"1,060,491",5.06
"20170218_5,001-10,000",111,"920,050",4.39
"20170218_10,001-15,000",41,"545,000",2.60
"20170218_15,001-20,000",37,"704,000",3.36
"20170218_20,001-30,000",31,"812,000",3.88
"20170218_30,001-40,000",12,"421,000",2.01
"20170218_40,001-50,000",17,"799,000",3.81
"20170218_50,001-100,000",18,"1,369,000",6.54
"20170218_100,001-200,000",9,"1,340,000",6.40
"20170218_200,001-400,000",4,"1,072,000",5.12
"20170218_400,001-600,000",2,"1,146,000",5.47
"20170218_600,001-800,000",1,"646,000",3.08
"20170218_800,001-1,000,000",1,"883,000",4.22
