date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",67,"138,000",1.09
"20170609_5,001-10,000",12,"104,000",0.82
"20170609_10,001-15,000",3,"40,000",0.31
"20170609_15,001-20,000",1,"18,000",0.14
"20170609_20,001-30,000",6,"166,000",1.31
"20170609_30,001-40,000",0,0,0.00
"20170609_40,001-50,000",1,"45,000",0.35
"20170609_50,001-100,000",2,"160,000",1.26
"20170609_100,001-200,000",1,"162,000",1.28
"20170609_200,001-400,000",1,"250,000",1.97
"20170609_400,001-600,000",2,"1,131,000",8.94
"20170609_600,001-800,000",2,"1,457,000",11.52
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",4,"8,974,000",70.96
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",73,"145,000",1.14
"20170603_5,001-10,000",11,"102,000",0.80
"20170603_10,001-15,000",2,"28,000",0.22
"20170603_15,001-20,000",1,"20,000",0.15
"20170603_20,001-30,000",6,"161,000",1.27
"20170603_30,001-40,000",0,0,0.00
"20170603_40,001-50,000",1,"45,000",0.35
"20170603_50,001-100,000",3,"260,000",2.05
"20170603_100,001-200,000",1,"112,000",0.88
"20170603_200,001-400,000",1,"250,000",1.97
"20170603_400,001-600,000",2,"1,131,000",8.94
"20170603_600,001-800,000",0,0,0.00
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",5,"10,391,000",82.17
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",82,"160,000",1.17
"20170526_5,001-10,000",10,"93,000",0.68
"20170526_10,001-15,000",2,"30,000",0.21
"20170526_15,001-20,000",4,"79,000",0.57
"20170526_20,001-30,000",3,"83,000",0.60
"20170526_30,001-40,000",0,0,0.00
"20170526_40,001-50,000",0,0,0.00
"20170526_50,001-100,000",2,"152,000",1.11
"20170526_100,001-200,000",0,0,0.00
"20170526_200,001-400,000",0,0,0.00
"20170526_400,001-600,000",2,"1,100,000",8.06
"20170526_600,001-800,000",0,0,0.00
"20170526_800,001-1,000,000",1,"931,000",6.82
"20170526_1,000,001以上",5,"11,017,000",80.74
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",90,"201,000",1.37
"20170519_5,001-10,000",13,"125,000",0.85
"20170519_10,001-15,000",2,"30,000",0.20
"20170519_15,001-20,000",3,"58,000",0.39
"20170519_20,001-30,000",3,"83,000",0.56
"20170519_30,001-40,000",0,0,0.00
"20170519_40,001-50,000",0,0,0.00
"20170519_50,001-100,000",1,"100,000",0.68
"20170519_100,001-200,000",0,0,0.00
"20170519_200,001-400,000",0,0,0.00
"20170519_400,001-600,000",3,"1,505,000",10.27
"20170519_600,001-800,000",0,0,0.00
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",6,"12,543,000",85.64
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",64,"138,000",0.94
"20170512_5,001-10,000",10,"91,000",0.62
"20170512_10,001-15,000",2,"30,000",0.20
"20170512_15,001-20,000",2,"34,000",0.23
"20170512_20,001-30,000",2,"50,000",0.34
"20170512_30,001-40,000",0,0,0.00
"20170512_40,001-50,000",0,0,0.00
"20170512_50,001-100,000",2,"151,000",1.03
"20170512_100,001-200,000",0,0,0.00
"20170512_200,001-400,000",1,"325,000",2.21
"20170512_400,001-600,000",2,"1,047,000",7.14
"20170512_600,001-800,000",1,"722,000",4.93
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",5,"12,057,000",82.32
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",71,"153,000",1.04
"20170505_5,001-10,000",11,"96,000",0.65
"20170505_10,001-15,000",2,"30,000",0.20
"20170505_15,001-20,000",1,"18,000",0.12
"20170505_20,001-30,000",2,"50,000",0.34
"20170505_30,001-40,000",0,0,0.00
"20170505_40,001-50,000",0,0,0.00
"20170505_50,001-100,000",2,"151,000",1.03
"20170505_100,001-200,000",0,0,0.00
"20170505_200,001-400,000",1,"325,000",2.21
"20170505_400,001-600,000",2,"1,043,000",7.12
"20170505_600,001-800,000",0,0,0.00
"20170505_800,001-1,000,000",1,"823,000",5.61
"20170505_1,000,001以上",5,"11,956,000",81.63
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",73,"170,000",1.16
"20170428_5,001-10,000",12,"107,000",0.73
"20170428_10,001-15,000",1,"15,000",0.10
"20170428_15,001-20,000",0,0,0.00
"20170428_20,001-30,000",2,"50,000",0.34
"20170428_30,001-40,000",0,0,0.00
"20170428_40,001-50,000",0,0,0.00
"20170428_50,001-100,000",2,"151,000",1.03
"20170428_100,001-200,000",0,0,0.00
"20170428_200,001-400,000",2,"672,000",4.58
"20170428_400,001-600,000",1,"600,000",4.09
"20170428_600,001-800,000",0,0,0.00
"20170428_800,001-1,000,000",1,"816,000",5.57
"20170428_1,000,001以上",5,"12,064,000",82.37
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",90,"219,000",1.44
"20170421_5,001-10,000",19,"167,000",1.10
"20170421_10,001-15,000",3,"45,000",0.29
"20170421_15,001-20,000",3,"57,000",0.37
"20170421_20,001-30,000",1,"25,000",0.16
"20170421_30,001-40,000",0,0,0.00
"20170421_40,001-50,000",0,0,0.00
"20170421_50,001-100,000",2,"151,000",0.99
"20170421_100,001-200,000",0,0,0.00
"20170421_200,001-400,000",0,0,0.00
"20170421_400,001-600,000",2,"1,187,000",7.83
"20170421_600,001-800,000",1,"601,000",3.96
"20170421_800,001-1,000,000",1,"816,000",5.38
"20170421_1,000,001以上",5,"11,877,000",78.42
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",105,"262,000",1.67
"20170414_5,001-10,000",21,"188,000",1.20
"20170414_10,001-15,000",5,"72,000",0.46
"20170414_15,001-20,000",2,"37,000",0.23
"20170414_20,001-30,000",2,"50,000",0.31
"20170414_30,001-40,000",0,0,0.00
"20170414_40,001-50,000",1,"50,000",0.31
"20170414_50,001-100,000",2,"151,000",0.96
"20170414_100,001-200,000",0,0,0.00
"20170414_200,001-400,000",0,0,0.00
"20170414_400,001-600,000",1,"600,000",3.83
"20170414_600,001-800,000",0,0,0.00
"20170414_800,001-1,000,000",2,"1,711,000",10.93
"20170414_1,000,001以上",5,"12,524,000",80.05
20170407_1-999,0,0,0.00
"20170407_1,000-5,000",102,"249,000",1.59
"20170407_5,001-10,000",20,"178,000",1.13
"20170407_10,001-15,000",6,"85,000",0.54
