date_level,population,stock number,total portion
20170609_1-999,3,473,0.00
"20170609_1,000-5,000",119,"239,000",1.09
"20170609_5,001-10,000",23,"200,000",0.91
"20170609_10,001-15,000",9,"131,000",0.60
"20170609_15,001-20,000",12,"234,000",1.07
"20170609_20,001-30,000",4,"108,000",0.49
"20170609_30,001-40,000",0,0,0.00
"20170609_40,001-50,000",4,"184,000",0.84
"20170609_50,001-100,000",16,"1,221,000",5.60
"20170609_100,001-200,000",7,"972,000",4.46
"20170609_200,001-400,000",2,"446,000",2.04
"20170609_400,001-600,000",3,"1,627,527",7.47
"20170609_600,001-800,000",1,"800,000",3.67
"20170609_800,001-1,000,000",1,"843,000",3.86
"20170609_1,000,001以上",4,"14,836,000",68.09
20170609_差異數調整（說明4）, ,"-56,000",-0.25
20170603_1-999,3,473,0.00
"20170603_1,000-5,000",129,"277,000",1.27
"20170603_5,001-10,000",25,"218,000",1.00
"20170603_10,001-15,000",9,"127,000",0.58
"20170603_15,001-20,000",13,"242,000",1.11
"20170603_20,001-30,000",5,"126,000",0.57
"20170603_30,001-40,000",3,"120,000",0.55
"20170603_40,001-50,000",5,"244,000",1.11
"20170603_50,001-100,000",11,"823,000",3.77
"20170603_100,001-200,000",7,"1,043,000",4.78
"20170603_200,001-400,000",2,"458,000",2.10
"20170603_400,001-600,000",2,"1,038,527",4.76
"20170603_600,001-800,000",2,"1,568,000",7.19
"20170603_800,001-1,000,000",1,"843,000",3.86
"20170603_1,000,001以上",4,"14,658,000",67.28
20170526_1-999,3,559,0.00
"20170526_1,000-5,000",130,"299,000",1.34
"20170526_5,001-10,000",28,"253,000",1.13
"20170526_10,001-15,000",13,"179,014",0.80
"20170526_15,001-20,000",12,"223,000",1.00
"20170526_20,001-30,000",5,"134,000",0.60
"20170526_30,001-40,000",2,"80,000",0.35
"20170526_40,001-50,000",3,"144,000",0.64
"20170526_50,001-100,000",13,"988,000",4.43
"20170526_100,001-200,000",6,"787,000",3.53
"20170526_200,001-400,000",1,"277,000",1.24
"20170526_400,001-600,000",2,"932,427",4.18
"20170526_600,001-800,000",2,"1,411,000",6.33
"20170526_800,001-1,000,000",2,"1,676,000",7.52
"20170526_1,000,001以上",4,"14,902,000",66.86
20170519_1-999,4,573,0.00
"20170519_1,000-5,000",160,"367,000",1.64
"20170519_5,001-10,000",33,"293,000",1.31
"20170519_10,001-15,000",16,"225,000",1.00
"20170519_15,001-20,000",11,"213,000",0.95
"20170519_20,001-30,000",3,"83,000",0.37
"20170519_30,001-40,000",2,"68,000",0.30
"20170519_40,001-50,000",5,"237,000",1.06
"20170519_50,001-100,000",12,"891,000",3.99
"20170519_100,001-200,000",4,"453,000",2.03
"20170519_200,001-400,000",5,"1,463,427",6.56
"20170519_400,001-600,000",1,"552,000",2.47
"20170519_600,001-800,000",3,"2,102,000",9.43
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",5,"15,338,000",68.82
20170512_1-999,3,559,0.00
"20170512_1,000-5,000",155,"365,000",1.53
"20170512_5,001-10,000",30,"248,000",1.04
"20170512_10,001-15,000",16,"219,000",0.92
"20170512_15,001-20,000",17,"328,014",1.37
"20170512_20,001-30,000",5,"124,000",0.52
"20170512_30,001-40,000",1,"34,000",0.14
"20170512_40,001-50,000",5,"244,000",1.02
"20170512_50,001-100,000",9,"683,000",2.87
"20170512_100,001-200,000",6,"793,000",3.33
"20170512_200,001-400,000",3,"806,000",3.38
"20170512_400,001-600,000",4,"2,175,427",9.14
"20170512_600,001-800,000",1,"800,000",3.36
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",4,"16,966,000",71.32
20170505_1-999,3,559,0.00
"20170505_1,000-5,000",161,"356,000",1.32
"20170505_5,001-10,000",46,"402,000",1.50
"20170505_10,001-15,000",17,"234,000",0.87
"20170505_15,001-20,000",16,"310,000",1.15
"20170505_20,001-30,000",7,"184,014",0.68
"20170505_30,001-40,000",2,"75,000",0.27
"20170505_40,001-50,000",6,"290,000",1.08
