date_level,population,stock number,total portion
20170609_1-999,0,0,0.00
"20170609_1,000-5,000",33,"67,000",0.57
"20170609_5,001-10,000",10,"85,000",0.73
"20170609_10,001-15,000",6,"85,000",0.73
"20170609_15,001-20,000",3,"58,000",0.50
"20170609_20,001-30,000",9,"245,000",2.11
"20170609_30,001-40,000",4,"156,000",1.34
"20170609_40,001-50,000",15,"746,000",6.43
"20170609_50,001-100,000",12,"823,000",7.09
"20170609_100,001-200,000",10,"1,585,000",13.67
"20170609_200,001-400,000",7,"2,180,000",18.80
"20170609_400,001-600,000",0,0,0.00
"20170609_600,001-800,000",2,"1,558,000",13.43
"20170609_800,001-1,000,000",0,0,0.00
"20170609_1,000,001以上",3,"4,006,000",34.55
20170603_1-999,0,0,0.00
"20170603_1,000-5,000",36,"73,000",0.53
"20170603_5,001-10,000",9,"80,000",0.58
"20170603_10,001-15,000",6,"85,000",0.62
"20170603_15,001-20,000",3,"58,000",0.42
"20170603_20,001-30,000",10,"270,000",1.98
"20170603_30,001-40,000",4,"156,000",1.14
"20170603_40,001-50,000",15,"746,000",5.48
"20170603_50,001-100,000",12,"823,000",6.05
"20170603_100,001-200,000",9,"1,420,000",10.44
"20170603_200,001-400,000",6,"1,880,000",13.82
"20170603_400,001-600,000",0,0,0.00
"20170603_600,001-800,000",3,"2,209,000",16.24
"20170603_800,001-1,000,000",0,0,0.00
"20170603_1,000,001以上",4,"5,794,000",42.62
20170526_1-999,0,0,0.00
"20170526_1,000-5,000",38,"75,000",0.55
"20170526_5,001-10,000",12,"107,000",0.78
"20170526_10,001-15,000",4,"59,000",0.43
"20170526_15,001-20,000",2,"40,000",0.29
"20170526_20,001-30,000",10,"270,000",1.98
"20170526_30,001-40,000",4,"156,000",1.14
"20170526_40,001-50,000",15,"746,000",5.48
"20170526_50,001-100,000",12,"823,000",6.05
"20170526_100,001-200,000",9,"1,420,000",10.44
"20170526_200,001-400,000",6,"1,880,000",13.82
"20170526_400,001-600,000",0,0,0.00
"20170526_600,001-800,000",3,"2,224,000",16.36
"20170526_800,001-1,000,000",0,0,0.00
"20170526_1,000,001以上",4,"5,794,000",42.62
20170519_1-999,0,0,0.00
"20170519_1,000-5,000",36,"82,000",0.60
"20170519_5,001-10,000",9,"80,000",0.58
"20170519_10,001-15,000",4,"59,000",0.43
"20170519_15,001-20,000",2,"40,000",0.29
"20170519_20,001-30,000",10,"270,000",1.98
"20170519_30,001-40,000",3,"116,000",0.85
"20170519_40,001-50,000",16,"796,000",5.85
"20170519_50,001-100,000",12,"823,000",6.05
"20170519_100,001-200,000",9,"1,420,000",10.44
"20170519_200,001-400,000",6,"1,880,000",13.82
"20170519_400,001-600,000",0,0,0.00
"20170519_600,001-800,000",3,"2,233,000",16.42
"20170519_800,001-1,000,000",0,0,0.00
"20170519_1,000,001以上",4,"5,795,000",42.62
20170512_1-999,0,0,0.00
"20170512_1,000-5,000",38,"85,000",0.62
"20170512_5,001-10,000",12,"106,000",0.77
"20170512_10,001-15,000",4,"59,000",0.43
"20170512_15,001-20,000",2,"40,000",0.29
"20170512_20,001-30,000",10,"270,000",1.98
"20170512_30,001-40,000",3,"116,000",0.85
"20170512_40,001-50,000",16,"794,000",5.84
"20170512_50,001-100,000",11,"765,000",5.62
"20170512_100,001-200,000",9,"1,420,000",10.44
"20170512_200,001-400,000",6,"1,880,000",13.82
"20170512_400,001-600,000",0,0,0.00
"20170512_600,001-800,000",3,"2,264,000",16.65
"20170512_800,001-1,000,000",0,0,0.00
"20170512_1,000,001以上",4,"5,795,000",42.62
20170505_1-999,0,0,0.00
"20170505_1,000-5,000",39,"92,000",0.65
"20170505_5,001-10,000",10,"87,000",0.61
"20170505_10,001-15,000",4,"59,000",0.41
"20170505_15,001-20,000",2,"40,000",0.28
"20170505_20,001-30,000",10,"270,000",1.91
"20170505_30,001-40,000",4,"156,000",1.10
"20170505_40,001-50,000",16,"794,000",5.63
"20170505_50,001-100,000",11,"765,000",5.42
"20170505_100,001-200,000",9,"1,420,000",10.07
"20170505_200,001-400,000",6,"1,880,000",13.33
"20170505_400,001-600,000",1,"500,000",3.54
"20170505_600,001-800,000",3,"2,283,000",16.19
"20170505_800,001-1,000,000",0,0,0.00
"20170505_1,000,001以上",4,"5,748,000",40.78
20170428_1-999,0,0,0.00
"20170428_1,000-5,000",40,"93,000",0.63
"20170428_5,001-10,000",10,"87,000",0.59
"20170428_10,001-15,000",4,"59,000",0.40
"20170428_15,001-20,000",2,"40,000",0.27
"20170428_20,001-30,000",10,"270,000",1.85
"20170428_30,001-40,000",3,"116,000",0.79
"20170428_40,001-50,000",16,"794,000",5.44
"20170428_50,001-100,000",11,"765,000",5.24
"20170428_100,001-200,000",9,"1,420,000",9.73
"20170428_200,001-400,000",6,"1,880,000",12.88
"20170428_400,001-600,000",2,"1,022,000",7.00
"20170428_600,001-800,000",3,"2,306,000",15.80
"20170428_800,001-1,000,000",0,0,0.00
"20170428_1,000,001以上",4,"5,742,000",39.34
20170421_1-999,0,0,0.00
"20170421_1,000-5,000",39,"91,000",0.62
"20170421_5,001-10,000",10,"91,000",0.62
"20170421_10,001-15,000",4,"59,000",0.40
"20170421_15,001-20,000",3,"60,000",0.41
"20170421_20,001-30,000",11,"300,000",2.05
"20170421_30,001-40,000",3,"116,000",0.79
"20170421_40,001-50,000",15,"746,000",5.11
"20170421_50,001-100,000",11,"765,000",5.24
"20170421_100,001-200,000",9,"1,420,000",9.73
"20170421_200,001-400,000",6,"1,880,000",12.88
"20170421_400,001-600,000",1,"598,000",4.09
"20170421_600,001-800,000",2,"1,560,000",10.68
"20170421_800,001-1,000,000",0,0,0.00
"20170421_1,000,001以上",5,"6,908,000",47.33
20170414_1-999,0,0,0.00
"20170414_1,000-5,000",43,"98,000",0.67
"20170414_5,001-10,000",8,"69,000",0.47
"20170414_10,001-15,000",4,"59,000",0.40
"20170414_15,001-20,000",2,"40,000",0.27
"20170414_20,001-30,000",12,"330,000",2.26
"20170414_30,001-40,000",3,"116,000",0.79
"20170414_40,001-50,000",15,"746,000",5.11
"20170414_50,001-100,000",11,"765,000",5.24
"20170414_100,001-200,000",9,"1,420,000",9.73
"20170414_200,001-400,000",6,"1,880,000",12.88
"20170414_400,001-600,000",1,"597,000",4.09
"20170414_600,001-800,000",2,"1,559,000",10.68
"20170414_800,001-1,000,000",0,0,0.00
"20170414_1,000,001以上",5,"6,915,000",47.38
20170407_1-999,0,0,0.00
"20170407_1,000-5,000",37,"76,000",0.52
